,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
571,CHEMBL2096857,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(F)cc1)N2C,active,277.339,2.5650000000000004,0.0,3.0,6.488116639021126
572,CHEMBL2096856,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccccc1)N2C,active,259.34900000000005,2.4259000000000004,0.0,3.0,6.173925197299173
573,CHEMBL373385,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(C)cc1)N2C,active,273.37600000000003,2.734320000000001,0.0,3.0,7.991399828238082
574,CHEMBL375889,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(I)cc1)N2C,active,385.245,3.0305000000000017,0.0,3.0,8.537602002101044
575,CHEMBL224819,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(Br)cc1)N2C,active,338.245,3.1884000000000015,0.0,3.0,8.769551078621726
576,CHEMBL375888,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(Cl)cc1)N2C,active,293.79400000000004,3.0793000000000017,0.0,3.0,8.508638306165727
577,CHEMBL222705,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(F)cc1)N2C,active,277.339,2.5650000000000004,0.0,3.0,7.6777807052660805
578,CHEMBL376899,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccccc1)N2C,active,259.34900000000005,2.4259000000000004,0.0,3.0,6.995678626217358
579,CHEMBL312037,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(C)cc1)N2C,active,273.37600000000003,2.734320000000001,0.0,3.0,8.769551078621726
580,CHEMBL311347,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,active,385.245,3.0305000000000017,0.0,3.0,8.886056647693163
581,CHEMBL218082,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Br)cc1)N2C,active,338.245,3.1884000000000015,0.0,3.0,8.769551078621726
582,CHEMBL610897,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(Cl)cc1)N2C,active,293.79400000000004,3.0793000000000017,0.0,3.0,8.958607314841775
583,CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,active,277.33899999999994,2.5650000000000004,0.0,3.0,7.856985199745905
584,CHEMBL83729,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C,active,259.34900000000005,2.4259000000000004,0.0,3.0,7.638272163982407
585,CHEMBL2096858,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(Cl)cc1)N2C,active,293.79400000000004,3.0793000000000017,0.0,3.0,7.6020599913279625
586,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,active,303.35800000000006,1.8677,0.0,5.0,7.050122295963125
587,CHEMBL225235,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccc(F)cc2)N3C)cc1,active,309.42800000000005,4.868020000000004,0.0,1.0,9.045757490560675
588,CHEMBL388825,COc1ccc([C@@H]2C3CCC(C[C@H]2c2ccc(C)cc2)N3C)cc1OC,active,351.49000000000007,4.746120000000004,0.0,3.0,6.008773924307505
590,CHEMBL2096878,COc1ccc([C@H]2C3CCC(C[C@H]2c2ccc(C)cc2)N3C)cc1,active,321.464,4.737520000000004,0.0,2.0,6.623423042943488
596,CHEMBL2096875,Cc1ccc([C@@H]2CC3CCC([C@@H]2c2ccccc2)N3C)cc1,active,291.43800000000005,4.728920000000004,0.0,1.0,6.366531544420414
598,CHEMBL2096874,CN1C2CCC1[C@H](c1ccccc1)[C@H](c1ccccc1)C2,active,277.41100000000006,4.420500000000003,0.0,1.0,6.161150909262744
599,CHEMBL388850,CN1C2CCC1[C@@H](c1ccccc1)[C@@H](c1ccccc1)C2,active,277.41100000000006,4.420500000000003,0.0,1.0,7.8996294548824375
600,CHEMBL312037,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(C)cc1)N2C,active,273.37600000000003,2.734320000000001,0.0,3.0,7.6307841425898575
601,CHEMBL312037,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(C)cc1)N2C,active,273.37600000000003,2.734320000000001,0.0,3.0,8.769551078621726
605,CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,active,266.388,3.5328000000000026,1.0,2.0,4.752026733638194
606,CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,active,266.388,3.5328000000000026,1.0,2.0,5.00436480540245
607,CHEMBL227179,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccccc3)s1)[C@@H](c1ccc(Cl)cc1)C2,active,394.9710000000001,6.197400000000005,0.0,3.0,6.801342913045577
608,CHEMBL2113279,COc1ccc(-c2cnc([C@H]3[C@@H](c4ccc(C)cc4)C[C@@H]4CC[C@H]3N4C)s2)cc1OC,active,434.60500000000025,5.869620000000006,0.0,5.0,6.053056729302175
609,CHEMBL376113,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Cl)c(Cl)c4)s2)N3C)cc1,inactive,443.4430000000001,7.159220000000006,0.0,3.0,6.328827157284917
611,CHEMBL226984,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4cccc([N+](=O)[O-])c4)s2)N3C)cc1,active,419.5500000000001,5.760620000000006,0.0,5.0,7.638272163982407
613,CHEMBL436132,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4cccc(Br)c4)s2)N3C)cc1,inactive,453.44900000000007,6.614920000000006,0.0,3.0,7.008773924307505
615,CHEMBL229381,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Cl)cc4)s2)N3C)cc1,inactive,408.99800000000005,6.505820000000005,0.0,3.0,6.3979400086720375
616,CHEMBL229699,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(F)cc4)s2)N3C)cc1,active,392.54300000000006,5.991520000000006,0.0,3.0,6.7423214251308154
617,CHEMBL388832,COc1ccc(-c2cnc([C@H]3[C@@H](c4ccc(Cl)cc4)C[C@@H]4CC[C@H]3N4C)s2)cc1OC,active,455.02300000000025,6.214600000000006,0.0,5.0,6.673664139071248
620,CHEMBL388760,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3cccc([N+](=O)[O-])c3)s1)[C@@H](c1ccc(Cl)cc1)C2,active,439.9680000000002,6.105600000000004,0.0,5.0,7.346787486224656
621,CHEMBL227232,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc([N+](=O)[O-])cc3)s1)[C@@H](c1ccc(Cl)cc1)C2,active,439.9680000000001,6.105600000000004,0.0,5.0,7.522878745280337
622,CHEMBL227231,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3cccc(Br)c3)s1)[C@@H](c1ccc(Cl)cc1)C2,active,473.8670000000001,6.9599000000000055,0.0,3.0,7.200659450546418
623,CHEMBL388759,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc(Br)cc3)s1)[C@@H](c1ccc(Cl)cc1)C2,active,473.8670000000001,6.9599000000000055,0.0,3.0,6.97061622231479
624,CHEMBL227180,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc(Cl)cc3)s1)[C@@H](c1ccc(Cl)cc1)C2,active,429.41600000000017,6.850800000000005,0.0,3.0,7.3872161432802645
625,CHEMBL390743,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc(F)cc3)s1)[C@@H](c1ccc(Cl)cc1)C2,active,412.9610000000001,6.336500000000005,0.0,3.0,7.522878745280337
626,CHEMBL390432,CN(C)C1CC=C(c2c[nH]c3ccc(C#N)cc23)CC1,active,265.36,3.5370800000000022,1.0,2.0,7.013228265733755
627,CHEMBL234706,CN(C)[C@H]1CC=C(c2c[nH]c3ccc(C#N)cc23)CC1,active,265.36,3.5370800000000022,1.0,2.0,6.5376020021010435
628,CHEMBL234705,CN(C)[C@@H]1CC=C(c2c[nH]c3ccc(C#N)cc23)CC1,active,265.36,3.5370800000000022,1.0,2.0,7.096910013008056
630,CHEMBL395931,Clc1cccc(CN(CC2CC2)[C@@H]2CCNC2)c1Cl,inactive,299.245,3.567300000000002,1.0,2.0,7.356547323513812
631,CHEMBL246519,Fc1ccc(CN(C2CCOCC2)[C@H]2CCNC2)c(F)c1F,inactive,314.35099999999994,2.4468000000000005,1.0,3.0,5.924453038607469
633,CHEMBL442272,FC(F)(F)c1ccccc1CN(C1CCOCC1)[C@H]1CCNC1,inactive,328.3780000000001,3.0483000000000002,1.0,3.0,5.3979400086720375
634,CHEMBL397392,Cc1ccccc1CN(C1CCOCC1)[C@H]1CCNC1,inactive,274.40799999999996,2.3379200000000004,1.0,3.0,5.920818753952375
635,CHEMBL245492,Fc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C(F)(F)F,inactive,346.368,3.187400000000001,1.0,3.0,5.3979400086720375
637,CHEMBL391143,Cc1c(CN(C2CCOCC2)[C@H]2CCNC2)cccc1C(F)(F)F,inactive,342.405,3.356720000000001,1.0,3.0,5.3979400086720375
640,CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,inactive,297.423,4.630900000000003,1.0,3.0,6.060480747381382
641,CHEMBL247733,Cc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C,inactive,288.435,2.6463400000000012,1.0,3.0,6.138465589140962
642,CHEMBL395408,Cc1cccc(CN(C2CCOCC2)[C@@H]2CCNC2)c1C,inactive,288.435,2.6463400000000012,1.0,3.0,5.3979400086720375
643,CHEMBL245482,Cc1cccc(CN(Cc2ccccn2)[C@H]2CCNC2)c1C,inactive,295.4300000000001,3.062540000000001,1.0,3.0,5.795880017344075
644,CHEMBL392016,Cc1cccc(CN(Cc2ccccn2)[C@@H]2CCNC2)c1C,inactive,295.4300000000001,3.062540000000001,1.0,3.0,5.8326826652518236
645,CHEMBL245880,Clc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1Cl,inactive,329.27099999999996,3.3363000000000014,1.0,3.0,7.050609993355087
646,CHEMBL391806,Clc1cccc(CN(Cc2ccccn2)[C@H]2CCNC2)c1Cl,inactive,336.2660000000001,3.7525000000000013,1.0,3.0,6.913640169325252
647,CHEMBL440230,Clc1cccc(CN(Cc2ccccn2)[C@@H]2CCNC2)c1Cl,inactive,336.2660000000001,3.7525000000000013,1.0,3.0,6.903089986991944
648,CHEMBL246920,Clc1cccc(CN(CC2CC2)[C@H]2CCNC2)c1Cl,inactive,299.245,3.567300000000002,1.0,2.0,6.686132779630847
649,CHEMBL251576,CN(C)CC1CC1c1n[nH]c2ccc(C#N)cc12,inactive,240.31,2.0996799999999993,1.0,3.0,4.356547323513812
651,CHEMBL248932,CN(C)CC1CC1c1ccc2ccc(C#N)cc2c1,inactive,250.345,3.3765800000000024,0.0,2.0,6.585026652029182
652,CHEMBL249951,CN(C)CC1CC1c1ccc2ccccc2c1,inactive,225.335,3.504900000000002,0.0,1.0,5.619788758288394
653,CHEMBL249329,CN(C)CC1CC1c1cccc2c(C#N)cccc12,inactive,250.345,3.3765800000000024,0.0,2.0,4.920818753952375
654,CHEMBL401347,CN(C)CC1CC1c1cccc2cc(C#N)ccc12,inactive,250.345,3.3765800000000024,0.0,2.0,5.060480747381382
657,CHEMBL255140,CCCCCCC(=O)OC[C@H]1[C@@H](c2ccc(Cl)c(Cl)c2)CC2CC[C@H]1N2C,inactive,412.4010000000002,6.073300000000008,0.0,3.0,8.096910013008056
658,CHEMBL279331,O=C(CCC(=O)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)S2)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)S2,inactive,688.5660000000001,9.602399999999996,0.0,6.0,5.812479279163537
659,CHEMBL407902,O=C(CCC(=O)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)S2)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)O2,inactive,672.4980000000002,8.885800000000001,0.0,6.0,5.528708288941061
660,CHEMBL270659,CN1C2CC[C@@H]1[C@@H](COC(=O)CCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)S3)[C@@H](c1ccc(Cl)c(Cl)c1)C2,inactive,685.541,8.801000000000002,0.0,6.0,7.259637310505756
661,CHEMBL401554,CN1C2CC[C@@H]1[C@@H](COC(=O)CCC(=O)OC[C@H]1[C@@H](c3ccc(Cl)c(Cl)c3)CC3CC[C@H]1O3)[C@@H](c1ccc(Cl)c(Cl)c1)C2,inactive,669.4730000000001,8.084400000000008,0.0,6.0,7.173925197299173
662,CHEMBL403660,CN1C2CCC1[C@@H](COC(=O)CCCCCCCCCCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N3C)[C@@H](c1ccc(Cl)c(Cl)c1)C2,inactive,794.732,11.12039999999999,0.0,6.0,6.939302159646388
663,CHEMBL271707,CN1C2CCC1[C@@H](COC(=O)CCCCCCCCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N3C)[C@@H](c1ccc(Cl)c(Cl)c1)C2,inactive,766.6779999999999,10.340199999999994,0.0,6.0,7.508638306165727
664,CHEMBL399740,CN1C2CCC1[C@@H](COC(=O)CCCCCCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N3C)[C@@H](c1ccc(Cl)c(Cl)c1)C2,inactive,738.624,9.559999999999999,0.0,6.0,7.958607314841775
665,CHEMBL257482,CN1C2CCC1[C@@H](COC(=O)CCCCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N3C)[C@@H](c1ccc(Cl)c(Cl)c1)C2,inactive,710.5699999999999,8.779800000000003,0.0,6.0,7.552841968657781
666,CHEMBL256046,CN1C2CCC1[C@@H](COC(=O)CCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N3C)[C@@H](c1ccc(Cl)c(Cl)c1)C2,inactive,682.5160000000001,7.999600000000008,0.0,6.0,7.920818753952375
667,CHEMBL227757,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)S2,active,331.264,4.534100000000003,0.0,3.0,8.698970004336019
669,CHEMBL259209,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,active,246.35399999999998,1.7713999999999999,1.0,2.0,5.214670164989233
670,CHEMBL406156,NCC(=O)NCC1CC1(C(=O)C1NCCc2ccccc21)c1ccccc1,active,363.46100000000007,1.4753000000000012,3.0,4.0,5.0
671,CHEMBL410622,NCC(=O)NCC1CC1(C(=O)N1CCc2ccccc21)c1ccccc1,active,349.434,1.6085000000000007,2.0,3.0,5.0
672,CHEMBL256841,CC(C)N(C(=O)C1(c2ccccc2)CC1CNC(=O)CN)C(C)C,active,331.46000000000015,1.6646,2.0,3.0,5.337242168318426
673,CHEMBL1169524,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CNC(=O)CN,active,303.4060000000001,0.8876000000000004,2.0,3.0,5.0
675,CHEMBL415098,NCC1CC1(C(=O)N1CCCc2ccccc21)c1ccccc1,active,306.409,2.8824000000000005,1.0,2.0,5.0
676,CHEMBL260440,NCC1CC1(C(=O)N1CCc2ccccc21)c1ccccc1,active,292.382,2.4923,1.0,2.0,5.4089353929735005
677,CHEMBL272285,NCC1CC1(C(=O)N1CCCCCC1)c1ccccc1,active,272.39199999999994,2.3056,1.0,2.0,5.0
680,CHEMBL256447,NCC1C[C@@]1(C(=O)N1CCCC1)c1ccccc1,inactive,244.338,1.5253999999999996,1.0,2.0,5.0
681,CHEMBL256397,CC(C)N(C(=O)[C@@]1(c2ccccc2)CC1CN)C(C)C,inactive,274.408,2.548400000000001,1.0,2.0,5.0
682,CHEMBL256646,CCN(Cc1ccccc1)C(=O)C1(c2ccccc2)CC1CN,inactive,308.42500000000007,2.9517000000000007,1.0,2.0,5.0
683,CHEMBL404474,CCN(C(=O)C1(c2ccccc2)CC1CN)c1ccccc1,inactive,294.39799999999997,2.956100000000001,1.0,2.0,5.0
686,CHEMBL404345,CCN(C(=O)C1(c2ccccc2)CC1CN)C1CCCCC1,active,300.44600000000014,3.084200000000002,1.0,2.0,5.0
687,CHEMBL272530,CCN(C(=O)C1(c2ccccc2)CC1CN)C(C)(C)C,active,274.408,2.5500000000000007,1.0,2.0,5.0
688,CHEMBL256039,CCCCN(CC)C(=O)C1(c2ccccc2)CC1CN,inactive,274.4080000000001,2.5515999999999996,1.0,2.0,5.0
691,CHEMBL269798,NCC1CC1(C(=O)NCc1ccccc1)c1ccccc1,active,280.37100000000004,2.2194000000000003,2.0,2.0,5.0
692,CHEMBL272790,NCC1CC1(C(=O)Nc1ccccc1)c1ccccc1,active,266.34400000000005,2.5417000000000005,2.0,2.0,5.0
693,CHEMBL450623,NCC1CC1(C(=O)NC1CC1)c1ccccc1,active,230.31099999999998,1.1815999999999995,2.0,2.0,5.0
694,CHEMBL255839,CCNC(=O)[C@@]1(c2ccccc2)CC1CN,active,218.29999999999995,1.0390999999999997,2.0,2.0,5.0
696,CHEMBL257047,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCc1ccncc1,active,337.4670000000001,2.9975000000000014,1.0,3.0,5.0
702,CHEMBL256408,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCc1ncco1,inactive,327.4280000000001,2.5905000000000005,1.0,4.0,5.0
703,CHEMBL256021,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCC(OC)OC,inactive,334.46000000000015,2.0212,1.0,4.0,5.0
704,CHEMBL404475,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCC1CCCC1,inactive,328.5000000000002,3.592500000000002,1.0,2.0,5.0
706,CHEMBL272531,CCCCNCC1CC1(C(=O)N(CC)CC)c1ccccc1,inactive,302.46199999999993,3.2024000000000017,1.0,2.0,5.0
708,CHEMBL402365,CCN(CC)C(=O)[C@@]1(c2ccccc2)CC1CNC,active,260.38100000000003,2.0321,1.0,2.0,5.0
710,CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,inactive,255.361,3.7246200000000034,1.0,2.0,5.508638306165727
711,CHEMBL403441,CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1,inactive,310.4410000000001,3.274300000000001,1.0,3.0,6.3979400086720375
713,CHEMBL403090,CNCc1cc(N2CCCS2(=O)=O)ccc1Oc1ccc(Cl)cc1C,inactive,380.89700000000005,3.700020000000003,1.0,4.0,7.327902142064283
715,CHEMBL404317,CNCc1cc(C(=O)NC)ccc1Oc1ccc(Cl)cc1C,inactive,318.80400000000003,3.519720000000002,2.0,3.0,6.412289034981089
716,CHEMBL401819,CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1C,inactive,304.77700000000004,3.2590200000000014,2.0,3.0,5.549750891680639
717,CHEMBL438889,CNCc1cc(N2CCCS2(=O)=O)ccc1Oc1ccc(Cl)cc1Cl,inactive,401.31500000000005,4.0450000000000035,1.0,4.0,6.860120913598763
718,CHEMBL258062,CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1Cl,inactive,353.249,4.206900000000003,1.0,3.0,6.560667306169737
719,CHEMBL404754,CNCc1cc(C(=O)NC)ccc1Oc1ccc(Cl)cc1Cl,inactive,339.222,3.864700000000002,2.0,3.0,6.096910013008056
720,CHEMBL258271,CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1Cl,inactive,325.19500000000005,3.604000000000002,2.0,3.0,5.91721462968355
721,CHEMBL258063,CNCc1cc(C#N)ccc1Oc1ccc(Cl)cc1Cl,inactive,307.17999999999995,4.376780000000003,1.0,3.0,5.521433504406157
722,CHEMBL402345,CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1OC,inactive,348.83000000000004,3.5621000000000027,1.0,4.0,4.3979400086720375
724,CHEMBL401877,CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1OC,inactive,320.77600000000007,2.959200000000001,2.0,4.0,4.6777807052660805
727,CHEMBL256168,CNCc1ccccc1Oc1ccc(F)cc1Cl,inactive,265.7149999999999,3.990800000000003,1.0,2.0,5.186419011431808
729,CHEMBL256816,CNCc1ccccc1Oc1ccc(Cl)cc1Cl,inactive,282.16999999999996,4.505100000000002,1.0,2.0,6.295849483160201
730,CHEMBL256818,CNCc1ccccc1Oc1ccc(Cl)cc1OC,inactive,277.751,3.8603000000000023,1.0,3.0,4.707743928643524
731,CHEMBL404258,COc1cc(Cl)ccc1Oc1ccccc1CN(C)C,inactive,291.778,4.202500000000004,0.0,3.0,5.422508200162775
732,CHEMBL256817,CN(C)Cc1ccccc1Oc1ccc(F)cc1Cl,inactive,279.74199999999996,4.333000000000003,0.0,2.0,5.671620396561262
733,CHEMBL256819,CN(C)Cc1ccccc1Oc1ccc(Cl)cc1F,inactive,279.74199999999996,4.333000000000003,0.0,2.0,6.375717904164332
734,CHEMBL402057,CN(C)Cc1ccccc1Oc1ccc(Cl)cc1Cl,inactive,296.197,4.847300000000003,0.0,2.0,6.709965388637482
735,CHEMBL257423,CN(C)Cc1ccccc1Oc1ccc(Cl)cc1,inactive,261.75199999999995,4.193900000000004,0.0,2.0,6.906578314837765
736,CHEMBL257424,CN(C)Cc1ccccc1Oc1cccc(Cl)c1,inactive,261.75199999999995,4.193900000000004,0.0,2.0,6.7121982700697735
737,CHEMBL402851,CN(C)Cc1ccccc1Oc1ccccc1Cl,inactive,261.75199999999995,4.193900000000004,0.0,2.0,5.5638373529592435
738,CHEMBL247733,Cc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C,inactive,288.435,2.6463400000000012,1.0,3.0,6.138465589140962
739,CHEMBL403441,CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1,inactive,310.4410000000001,3.274300000000001,1.0,3.0,5.3979400086720375
741,CHEMBL256136,CN(C)Cc1cnccc1Oc1ccc(Cl)cc1Br,inactive,341.63599999999997,4.351400000000003,0.0,3.0,5.705533773838407
742,CHEMBL256970,Cc1cc(Oc2ccc(Cl)cc2C)c(CN(C)C)cn1,inactive,290.794,4.205740000000003,0.0,3.0,5.774690718274137
744,CHEMBL256293,CCc1cc(Cl)ccc1Oc1cc(C)ncc1CN(C)C,inactive,304.8210000000001,4.4597200000000035,0.0,3.0,4.468521082957745
747,CHEMBL403080,COc1cc(Cl)ccc1Oc1cc(C)ncc1CN(C)C,inactive,306.79300000000006,3.9059200000000036,0.0,4.0,5.297569463554475
748,CHEMBL257593,COc1cc(Cl)ccc1Oc1ccncc1CN(C)C,inactive,292.766,3.597500000000003,0.0,4.0,4.991399828238082
749,CHEMBL402345,CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1OC,inactive,348.83000000000004,3.5621000000000027,1.0,4.0,5.3979400086720375
750,CHEMBL247733,Cc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C,inactive,288.435,2.6463400000000012,1.0,3.0,6.138465589140962
751,CHEMBL259209,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,inactive,246.35399999999998,1.7713999999999999,1.0,2.0,5.214670164989233
752,CHEMBL405462,CCN(CC)C(=O)C1(c2ccccc2)CC1(C)CN,inactive,260.381,2.1615,1.0,2.0,5.0
753,CHEMBL402441,C#CCN(CC#C)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,inactive,324.38000000000005,0.7692000000000001,1.0,4.0,5.0
754,CHEMBL256557,C=CCN(CC=C)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,inactive,328.4120000000001,1.8748,1.0,4.0,5.200659450546418
755,CHEMBL258451,C#CCN(CC(=C)F)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,inactive,344.3860000000002,1.6192,1.0,4.0,5.0
756,CHEMBL404729,C=CCN(CC(=C)F)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,inactive,346.4020000000002,2.1719999999999997,1.0,4.0,5.5376020021010435
757,CHEMBL257335,C=C(F)CN(C)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,inactive,320.3640000000001,1.6158,1.0,4.0,5.0
759,CHEMBL257336,C#CCN(C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN)C1CC1,inactive,326.3960000000001,1.2984,1.0,4.0,5.0
760,CHEMBL260131,C#CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,inactive,314.3850000000001,1.1559,1.0,4.0,5.0
761,CHEMBL408016,CCN(CC1CC1)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,inactive,330.4280000000001,1.9327,1.0,4.0,5.0
762,CHEMBL405613,C=C(F)CN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,inactive,334.39100000000013,2.0059,1.0,4.0,5.0
763,CHEMBL427904,C=CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,inactive,316.40100000000007,1.7086999999999999,1.0,4.0,5.0
764,CHEMBL264678,CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,inactive,304.39000000000004,1.5425999999999997,1.0,4.0,5.0
765,CHEMBL264430,NC[C@@H]1C[C@@]1(C(=O)N1CCc2ccccc2C1)c1ccc2c(c1)OCO2,inactive,350.4180000000001,2.2165999999999997,1.0,4.0,5.443697499232712
767,CHEMBL411033,NC[C@@H]1C[C@@]1(C(=O)C1NCc2ccccc21)c1ccc2c(c1)OCO2,inactive,336.39100000000013,2.0453,2.0,5.0,5.443697499232712
768,CHEMBL411655,NC[C@@H]1C[C@@]1(C(=O)N1CCOc2ccccc21)c1ccc2c(c1)OCO2,inactive,352.39000000000016,2.0572999999999997,1.0,5.0,5.292429823902063
769,CHEMBL409715,NC[C@@H]1C[C@@]1(C(=O)N1CCc2ccccc21)c1ccc2c(c1)OCO2,inactive,336.39100000000013,2.221,1.0,4.0,6.1938200260161125
770,CHEMBL260863,C=CCN(CC#CC)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,inactive,326.3960000000001,1.6696,1.0,4.0,5.0
771,CHEMBL408384,C#CCN(CC#C)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,inactive,310.35300000000007,0.7266999999999999,1.0,4.0,5.366531544420414
773,CHEMBL406789,C=CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,inactive,302.3740000000001,1.6662000000000001,1.0,4.0,5.0
774,CHEMBL260988,CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,inactive,290.363,1.5000999999999998,1.0,4.0,5.0
775,CHEMBL405728,CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)CCC3)C[C@H]1CN,inactive,286.419,2.2601,1.0,2.0,5.0
776,CHEMBL410055,CC#CCN(CCC)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,inactive,326.4400000000001,2.0998,1.0,3.0,5.0
778,CHEMBL411677,C#CCN(CC#C)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,inactive,308.38100000000003,0.9329000000000001,1.0,3.0,5.0
780,CHEMBL404013,C=CCN(CC=C)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,active,312.41300000000007,2.0385,1.0,3.0,5.0
