,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
362,CHEMBL189118,Cc1cc(N(C)CCN(C)C)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12,inactive,472.5110000000002,5.0915200000000045,1.0,5.0,5.0
363,CHEMBL542933,Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,active,487.03400000000016,5.743000000000006,0.0,3.0,8.301029995663981
364,CHEMBL365183,CN(C)CC1C2CCC(CC2)[C@@H]1c1cccc(Cl)c1,active,277.83899999999994,4.421400000000004,0.0,1.0,7.552841968657781
365,CHEMBL326466,CN(C)C[C@H]1C2CCC(C2)[C@@H]1c1ccc2ccccc2c1,active,279.427,4.531100000000004,0.0,1.0,7.119186407719209
367,CHEMBL371726,CN1C2C=C(c3c[nH]c4ccccc34)CC1CC2,active,238.33399999999997,3.4178000000000024,1.0,1.0,6.219682687859849
368,CHEMBL197913,CN1C2C=C(c3cccc(-c4ccccc4)c3)CC1CC2,active,275.3950000000001,4.603500000000004,0.0,1.0,5.141462802430361
369,CHEMBL370158,C[N+]1(CCl)C2C=C(c3ccccc3-c3ccccc3)CC1CC2,active,324.8750000000001,5.314600000000005,0.0,0.0,4.173925197299174
370,CHEMBL381046,CN1C2C=C(c3ccccc3-c3ccccc3)CC1CC2,active,275.3950000000001,4.603500000000004,0.0,1.0,5.0343280287798935
371,CHEMBL201223,CN1C2C=C(C3c4ccccc4-c4ccccc43)CC1CC2,active,287.40600000000006,4.591800000000004,0.0,1.0,5.029188389127482
373,CHEMBL426659,CN1C2CCC1CC(O)(c1cccc(-c3ccccc3)c1)C2,inactive,293.4100000000001,3.7978000000000023,1.0,2.0,4.6595558851598815
375,CHEMBL199598,CN1C2CCC1CC(O)(C1c3ccccc3-c3ccc(Br)cc31)C2,active,384.3170000000001,4.549100000000004,1.0,2.0,4.774690718274137
376,CHEMBL201960,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,active,245.36599999999993,3.4422200000000025,0.0,2.0,7.2839966563652006
377,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,active,303.35800000000006,1.8677,0.0,5.0,6.336299074610352
378,CHEMBL204288,CCCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCCC1,active,314.2560000000002,4.830700000000005,0.0,2.0,6.176525770829699
379,CHEMBL205028,CCCCNC(CCC)C(=O)c1ccc(Cl)c(Cl)c1,active,302.245,4.734500000000004,1.0,2.0,5.924453038607469
380,CHEMBL2113217,C#CCC(C(=O)c1ccc(C)cc1)N1CCCC1,active,241.33399999999995,2.665420000000001,0.0,2.0,6.636388020107856
381,CHEMBL202348,C=CCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,active,298.21300000000014,4.216600000000004,0.0,2.0,7.73754891026957
382,CHEMBL202410,C=CCC(C(=O)c1ccc(C)cc1)N1CCCC1,active,243.34999999999994,3.2182200000000023,0.0,2.0,7.259637310505756
383,CHEMBL202409,Cc1ccc(C(=O)C(CC(C)C)N2CCCC2)cc1,active,259.393,3.688220000000003,0.0,2.0,8.229147988357855
384,CHEMBL201978,CCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,active,286.2020000000001,4.050500000000004,0.0,2.0,7.259637310505756
385,CHEMBL201977,CCCC(CN1CCCC1)C(=O)c1ccc(Cl)c(Cl)c1,active,314.256,4.688200000000005,0.0,2.0,5.5376020021010435
387,CHEMBL377510,CCCC(C(=O)c1ccc(-c2cccn2C)cc1)N1CCCC1,active,310.44100000000014,4.139300000000003,0.0,3.0,5.267606240177032
388,CHEMBL369997,CCCC(C(=O)c1ccc(-c2cccs2)cc1)N1CCCC1,active,313.4660000000002,4.862300000000005,0.0,3.0,6.268411234813262
389,CHEMBL201976,CCCC(C(=O)c1ccc(-c2ccco2)cc1)N1CCCC1,active,297.3980000000001,4.393800000000003,0.0,3.0,6.913640169325252
390,CHEMBL202846,CCCC(C(=O)c1ccc(O)c(O)c1)N1CCCC1,active,263.337,2.545000000000001,2.0,4.0,7.376750709602099
391,CHEMBL203488,CCCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,active,300.22900000000016,4.440600000000004,0.0,2.0,7.366531544420414
392,CHEMBL204759,CCCC(C(=O)c1ccc2ccccc2c1)N1CCCC1,active,281.39900000000006,4.2870000000000035,0.0,2.0,7.3979400086720375
393,CHEMBL204254,CCCC(C(=O)c1cccc(C)c1)N1CCCC1,active,245.36599999999993,3.4422200000000025,0.0,2.0,7.201349354554731
394,CHEMBL203403,CCCC(C(=O)c1ccccc1C)N1CCCC1,active,245.36599999999993,3.4422200000000025,0.0,2.0,7.200659450546418
396,CHEMBL379679,CCCC(C(=O)c1ccc(NC(C)=O)cc1)N1CCCC1,active,288.3910000000001,3.092200000000002,1.0,3.0,7.168130225719498
397,CHEMBL201666,CCCC(C(=O)c1ccc(C(=O)OC)cc1)N1CCCC1,active,289.37500000000006,2.9204000000000017,0.0,4.0,6.812479279163537
398,CHEMBL381127,CCCC(C(=O)c1ccc(OC)cc1)N1CCCC1,active,261.36499999999995,3.142400000000002,0.0,3.0,6.548213564475709
399,CHEMBL379446,CCCC(C(=O)c1ccc([N+](=O)[O-])cc1)N1CCCC1,active,276.336,3.0420000000000016,0.0,4.0,5.954677021213342
400,CHEMBL203563,CCCC(C(=O)c1ccc(O)cc1)N1CCCC1,active,247.33799999999994,2.8394000000000013,1.0,3.0,7.303643611266668
401,CHEMBL203562,CCCC(C(=O)c1ccc(CO)cc1)N1CCCC1,active,261.36499999999995,2.626100000000001,1.0,3.0,7.3535962737769305
402,CHEMBL202518,CCCC(C(=O)c1ccc(C#N)cc1)N1CCCC1,active,256.34899999999993,3.0054800000000013,0.0,3.0,6.0
403,CHEMBL426304,CCCC(C(=O)c1cccc(I)c1)N1CCCC1,active,357.2350000000002,3.738400000000003,0.0,2.0,7.2839966563652006
404,CHEMBL202479,CCCC(C(=O)c1ccc(I)cc1)N1CCCC1,active,357.2350000000002,3.738400000000003,0.0,2.0,7.494850021680094
405,CHEMBL202420,CCCC(C(=O)c1ccc(Br)cc1)N1CCCC1,active,310.2350000000001,3.8963000000000028,0.0,2.0,7.403402904373539
406,CHEMBL203640,CCCC(C(=O)c1ccc(F)cc1)N1CCCC1,active,249.32899999999992,3.2729000000000017,0.0,2.0,6.732828271596986
407,CHEMBL205082,CCCC(C(=O)c1ccccc1)N1CCCC1,active,231.33899999999994,3.1338000000000017,0.0,2.0,7.281498311132726
408,CHEMBL380699,CCC[C@H](C(=O)c1ccc(C)cc1)N1CCCC1,active,245.36599999999993,3.4422200000000025,0.0,2.0,5.747146969020107
409,CHEMBL372312,CCC[C@@H](C(=O)c1ccc(C)cc1)N1CCCC1,active,245.36599999999993,3.4422200000000025,0.0,2.0,7.787812395596042
410,CHEMBL22183,Cc1ccc(Sc2ccccc2CN(C)C)c(N)c1,active,272.41700000000003,3.790020000000002,1.0,3.0,7.0
411,CHEMBL383422,Cc1ccc(Nc2ccccc2CN(C)C)c(N)c1,inactive,255.36499999999998,3.3824200000000006,2.0,3.0,7.0
413,CHEMBL203821,Cc1ccc([S+]([O-])c2ccccc2CN(C)C)c(N)c1,inactive,288.41600000000005,2.8055200000000005,1.0,3.0,7.0
414,CHEMBL381914,Cc1ccc(S(=O)(=O)c2ccccc2CN(C)C)c(N)c1,active,304.4150000000001,2.4716200000000006,1.0,4.0,7.0
420,CHEMBL381071,Cc1ccc(N(Cc2ccccc2)c2ccccc2CN(C)C)c(N)c1,active,345.4900000000002,4.977120000000005,1.0,3.0,7.0
421,CHEMBL204702,CCN(c1ccc(C)cc1N)c1ccccc1CN(C)C,active,283.419,3.796820000000002,1.0,3.0,7.0
422,CHEMBL377714,Cc1ccc(N(C)c2ccccc2CN(C)C)c(N)c1,active,269.392,3.406720000000001,1.0,3.0,7.0
423,CHEMBL809,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,active,306.236,5.179600000000004,1.0,1.0,6.508638306165727
424,CHEMBL381315,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(=O)O)c(NS(C)(=O)=O)cc21,active,443.35200000000015,4.249300000000003,3.0,4.0,4.889410289700751
426,CHEMBL202910,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(=O)O)ccc21,active,350.24500000000006,4.877800000000004,2.0,2.0,4.777283528852417
427,CHEMBL205505,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(=O)N(C)C)ccc21,active,377.3150000000001,4.881400000000005,1.0,2.0,6.036212172654444
428,CHEMBL206599,CNC(=O)c1ccc2c(c1)[C@H](c1ccc(Cl)c(Cl)c1)CC[C@@H]2NC,active,363.28800000000007,4.539200000000004,2.0,2.0,5.481486060122113
429,CHEMBL383081,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(N)=O)ccc21,active,349.2610000000001,4.278500000000003,2.0,2.0,5.886056647693163
430,CHEMBL203453,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(S(C)(=O)=O)ccc21,active,384.3280000000001,4.5831000000000035,1.0,3.0,5.853871964321762
431,CHEMBL382241,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc([S+](C)[O-])ccc21,active,368.32900000000006,4.917000000000004,1.0,2.0,5.958607314841775
432,CHEMBL204285,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(S(N)(=O)=O)ccc21,active,385.3160000000001,3.8270000000000017,2.0,3.0,5.6020599913279625
433,CHEMBL381754,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(=O)(=O)NCCO)cc21,active,429.36900000000014,3.4502000000000024,3.0,4.0,7.0
434,CHEMBL206697,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(CO)cc21,active,336.26200000000006,4.671900000000004,2.0,2.0,7.698970004336019
435,CHEMBL206649,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(O)cc21,active,322.235,4.885200000000004,2.0,2.0,6.443697499232712
436,CHEMBL383427,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(-n3cncn3)cc21,active,373.28700000000003,4.760300000000004,1.0,4.0,6.6020599913279625
437,CHEMBL439337,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(-n3ccnn3)cc21,active,373.28700000000003,4.760300000000004,1.0,4.0,6.657577319177793
438,CHEMBL203236,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(=O)(=O)N(C)C)cc21,active,413.3700000000001,4.429900000000004,1.0,3.0,5.823908740944319
439,CHEMBL203776,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(=O)(=O)NC)cc21,active,399.3430000000001,4.087700000000003,2.0,3.0,6.568636235841013
440,CHEMBL382673,CN[C@H]1CC[C@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,active,385.3160000000001,3.8270000000000017,2.0,3.0,9.0
442,CHEMBL204323,CN[C@@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,active,385.3160000000001,3.8270000000000017,2.0,3.0,6.425968732272281
443,CHEMBL383706,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,active,385.3160000000001,3.8270000000000017,2.0,3.0,7.045757490560675
444,CHEMBL202810,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(C[S+](C)[O-])cc21,active,382.3560000000001,5.058100000000005,1.0,2.0,7.050609993355087
445,CHEMBL206211,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(C)(=O)=O)cc21,active,384.3280000000001,4.583100000000004,1.0,3.0,6.920818753952375
447,CHEMBL206598,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(CNS(C)(=O)=O)cc21,active,413.3700000000001,4.228800000000003,2.0,3.0,7.045757490560675
448,CHEMBL381792,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(NS(C)(=O)=O)cc21,active,399.3430000000001,4.5511000000000035,2.0,3.0,7.259637310505756
450,CHEMBL380523,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(C(=O)N(C)C)cc21,active,377.3150000000001,4.881400000000005,1.0,2.0,6.568636235841013
451,CHEMBL378379,CNC(=O)c1ccc2c(c1)[C@@H](NC)CC[C@H]2c1ccc(Cl)c(Cl)c1,active,363.288,4.539200000000004,2.0,2.0,6.346787486224656
452,CHEMBL438257,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(C(N)=O)cc21,active,349.2610000000001,4.278500000000003,2.0,2.0,6.769551078621726
454,CHEMBL203741,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(C#N)cc21,active,331.24600000000004,5.051280000000004,1.0,2.0,7.0
455,CHEMBL378804,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(CC(=O)O)cc21,active,364.2720000000001,4.806700000000004,2.0,2.0,5.292429823902063
456,CHEMBL380758,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(C(=O)OC)cc21,active,364.2720000000001,4.966200000000004,1.0,3.0,6.619788758288394
457,CHEMBL206404,CNC(=O)c1cccc2c1[C@@H](NC)CC[C@H]2c1ccc(Cl)c(Cl)c1,active,363.288,4.539200000000004,2.0,2.0,6.376750709602099
458,CHEMBL205837,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cccc(C(N)=O)c21,active,349.2610000000001,4.278500000000004,2.0,2.0,6.5376020021010435
459,CHEMBL204005,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cccc(C(=O)O)c21,active,350.24500000000006,4.877800000000004,2.0,2.0,6.267606240177032
460,CHEMBL427215,COc1ccc([C@H](CN(C)C)[Si]2(O)CCCCC2)cc1,active,293.483,3.0013000000000014,1.0,3.0,5.309803919971486
468,CHEMBL379755,CN1C2CCC1C1COC(=O)CCCCCCCCCCC(=O)Nc3ccc(cc3)C1C2,active,440.62800000000016,5.649200000000006,1.0,4.0,6.4089353929735005
474,CHEMBL1790051,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C.Cl,inactive,295.81,2.847700000000002,0.0,3.0,7.638272163982407
475,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,active,303.35800000000006,1.8677,0.0,5.0,7.050122295963125
481,CHEMBL386224,CCOc1ccccc1CC(c1ccccc1)N1CCNCC1,active,310.4410000000001,3.274300000000001,1.0,3.0,5.3979400086720375
482,CHEMBL211527,Clc1ccc(CC(c2ccccc2)N2CCNCC2)c(Cl)c1,active,335.27800000000013,4.182400000000003,1.0,2.0,5.3979400086720375
483,CHEMBL377900,Clc1ccc(Cl)c(CC(c2ccccc2)N2CCNCC2)c1,active,335.2780000000002,4.182400000000004,1.0,2.0,5.3979400086720375
484,CHEMBL214259,Clc1cccc(Cl)c1CC(c1ccccc1)N1CCNCC1,active,335.27800000000013,4.182400000000004,1.0,2.0,6.013228265733755
485,CHEMBL378319,Clc1ccccc1CC(c1cccnc1)N1CCNCC1,active,301.8210000000001,2.9240000000000013,1.0,3.0,5.036212172654444
486,CHEMBL213229,CCOc1ccccc1CC(c1cccnc1)N1CCNCC1,active,311.4290000000001,2.6693,1.0,4.0,5.3979400086720375
487,CHEMBL214121,Fc1cccc(C(Cc2ccccc2Cl)N2CCNCC2)c1,active,318.8230000000001,3.6681000000000026,1.0,2.0,5.638272163982407
488,CHEMBL213785,Fc1ccc(C(Cc2ccccc2Cl)N2CCNCC2)cc1,active,318.82300000000004,3.6681000000000026,1.0,2.0,5.795880017344075
489,CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,active,309.33099999999996,4.435000000000003,1.0,2.0,5.356547323513812
490,CHEMBL14370,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,active,313.39700000000005,3.1938000000000004,1.0,4.0,4.6020599913279625
491,CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,active,297.423,4.630900000000003,1.0,3.0,6.060480747381382
492,CHEMBL213287,Clc1ccccc1CC(c1ccccc1)N1CCNCC1,active,300.8330000000001,3.5290000000000017,1.0,2.0,5.886056647693163
493,CHEMBL214237,c1ccc(CC(c2ccccc2)N2CCNCC2)cc1,active,266.388,2.8756000000000004,1.0,2.0,5.3979400086720375
494,CHEMBL212763,COc1cccc(CC(c2ccccc2)N2CCNCC2)c1,active,296.4140000000001,2.8842000000000008,1.0,3.0,5.3979400086720375
495,CHEMBL213287,Clc1ccccc1CC(c1ccccc1)N1CCNCC1,active,300.8330000000001,3.5290000000000017,1.0,2.0,5.886056647693163
497,CHEMBL210126,CCc1ccccc1CC(c1ccccc1)N1CCNCC1,active,294.44200000000006,3.4380000000000015,1.0,2.0,5.3979400086720375
498,CHEMBL214335,COc1ccccc1CC(c1ccccc1)N1CCNCC1,active,296.41400000000004,2.8842000000000008,1.0,3.0,4.958607314841775
499,CHEMBL386224,CCOc1ccccc1CC(c1ccccc1)N1CCNCC1,active,310.4410000000001,3.274300000000001,1.0,3.0,5.3979400086720375
500,CHEMBL379205,FC(F)(F)COc1ccccc1CC(c1ccccc1)N1CCNCC1,active,364.4110000000002,3.8167000000000035,1.0,3.0,5.3979400086720375
501,CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,active,309.33099999999996,4.435000000000003,1.0,2.0,5.356547323513812
502,CHEMBL14370,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,active,313.39700000000005,3.1938000000000004,1.0,4.0,4.6020599913279625
503,CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,active,297.423,4.630900000000003,1.0,3.0,6.060480747381382
504,CHEMBL210026,Oc1cccc(CC(c2ccccc2)N2CCNCC2)c1,active,282.38700000000006,2.5812,2.0,3.0,5.853871964321762
505,CHEMBL375179,O=C(CCCCCCCCCCS)Nc1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,active,629.9550000000004,8.422200000000007,2.0,5.0,8.0
509,CHEMBL263770,O=C(CCCCCCCCCCS)Nc1ccc(CCCN2CCN(CCOC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,active,665.9350000000003,8.700400000000007,2.0,5.0,7.7447274948966935
510,CHEMBL796,COC(=O)C(c1ccccc1)C1CCCCN1,active,233.31099999999995,2.0852999999999997,1.0,3.0,7.102372908709558
511,CHEMBL219703,CCCCCC(c1ccc(Cl)cc1)C1CCCCN1,active,279.85499999999996,5.146000000000004,1.0,1.0,7.346787486224656
514,CHEMBL218848,CC(C)C(c1ccc(Cl)cc1)C1CCCCN1,active,251.80099999999996,4.221700000000004,1.0,1.0,7.494850021680094
515,CHEMBL218847,CCCC(c1ccc(Cl)cc1)C1CCCCN1,active,251.80099999999996,4.365800000000004,1.0,1.0,8.130768280269024
516,CHEMBL376852,CCC(c1ccc(Cl)cc1)C1CCCCN1,active,237.77399999999997,3.9757000000000033,1.0,1.0,7.638272163982407
517,CHEMBL219224,CC(c1ccc(Cl)cc1)C1CCCCN1,active,223.74699999999996,3.585600000000002,1.0,1.0,7.657577319177793
519,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,active,303.35800000000006,1.8677,0.0,5.0,6.619788758288394
520,CHEMBL219335,CC(C)CC(c1cccc(Cl)c1)C1CCCCN1,active,265.8279999999999,4.611800000000004,1.0,1.0,8.55284196865778
521,CHEMBL375118,Clc1ccc(C(C2CCCC2)C2CCCCN2)cc1,active,277.8389999999999,4.755900000000003,1.0,1.0,7.568636235841013
522,CHEMBL219334,CCC(CC)C(c1ccc(Cl)cc1)C1CCCCN1,active,279.85499999999996,5.0019000000000045,1.0,1.0,6.619788758288394
523,CHEMBL441864,Clc1ccc(C(CCCc2ccccc2)C2CCCCN2)cc1,active,327.8990000000001,5.588600000000006,1.0,1.0,6.5376020021010435
524,CHEMBL219281,Clc1ccc(C(CCc2ccccc2)C2CCCCN2)cc1,active,313.87200000000007,5.198500000000005,1.0,1.0,6.795880017344075
525,CHEMBL373773,Clc1ccc(C(Cc2ccccc2)C2CCCCN2)cc1,active,299.845,4.808400000000004,1.0,1.0,6.431798275933005
526,CHEMBL219707,Clc1ccc(C(CC2CCCCC2)C2CCCCN2)cc1,active,305.8929999999999,5.536100000000005,1.0,1.0,6.638272163982407
527,CHEMBL219653,Clc1ccc(C(CC2CCCC2)C2CCCCN2)cc1,active,291.8659999999999,5.1460000000000035,1.0,1.0,7.6777807052660805
528,CHEMBL374769,CC(C)(C)CC(c1ccc(Cl)cc1)C1CCCCN1,active,279.85499999999996,5.0019000000000045,1.0,1.0,7.221848749616356
529,CHEMBL373710,CC(C)CCC(c1ccc(Cl)cc1)C1CCCCN1,active,279.85499999999996,5.0019000000000045,1.0,1.0,7.853871964321762
530,CHEMBL219540,CC(=O)C(c1ccccc1)C1CCCCN1,active,217.31199999999995,2.5013000000000005,1.0,2.0,6.721246399047171
531,CHEMBL218193,CC(C)CC(c1ccc(C(C)C)cc1)C1CCCCN1,active,273.46399999999994,5.081800000000005,1.0,1.0,5.3979400086720375
532,CHEMBL217975,COc1cccc(C(CC(C)C)C2CCCCN2)c1,active,261.40899999999993,3.9670000000000023,1.0,2.0,7.455931955649724
533,CHEMBL218894,COc1ccc(C(CC(C)C)C2CCCCN2)cc1,active,261.40899999999993,3.967000000000003,1.0,2.0,7.6020599913279625
534,CHEMBL387117,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1C,active,314.30000000000007,5.6074000000000055,0.0,1.0,7.886056647693163
535,CHEMBL218999,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,active,300.273,5.2652000000000045,1.0,1.0,8.259637310505756
536,CHEMBL374634,CCCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,active,300.273,5.409300000000004,1.0,1.0,8.244125144327509
537,CHEMBL219649,CCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,active,286.246,5.019200000000004,1.0,1.0,8.346787486224656
538,CHEMBL220195,COC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCCCN1,active,302.2010000000001,3.392100000000002,1.0,3.0,7.638272163982407
539,CHEMBL374769,CC(C)(C)CC(c1ccc(Cl)cc1)C1CCCCN1,active,279.85499999999996,5.0019000000000045,1.0,1.0,6.173925197299173
540,CHEMBL373710,CC(C)CCC(c1ccc(Cl)cc1)C1CCCCN1,active,279.85499999999996,5.0019000000000045,1.0,1.0,6.167491087293763
541,CHEMBL219703,CCCCCC(c1ccc(Cl)cc1)C1CCCCN1,active,279.85499999999996,5.146000000000004,1.0,1.0,6.187086643357144
542,CHEMBL220247,CC(C)CC(c1ccc(Cl)cc1)C1CCCCN1,active,265.8279999999999,4.611800000000004,1.0,1.0,6.42021640338319
543,CHEMBL218849,CCCCC(c1ccc(Cl)cc1)C1CCCCN1,active,265.8279999999999,4.755900000000004,1.0,1.0,6.769551078621726
544,CHEMBL218848,CC(C)C(c1ccc(Cl)cc1)C1CCCCN1,active,251.80099999999996,4.221700000000004,1.0,1.0,6.00436480540245
545,CHEMBL218847,CCCC(c1ccc(Cl)cc1)C1CCCCN1,active,251.80099999999996,4.365800000000004,1.0,1.0,6.346787486224656
546,CHEMBL376852,CCC(c1ccc(Cl)cc1)C1CCCCN1,active,237.77399999999997,3.9757000000000033,1.0,1.0,5.552841968657781
547,CHEMBL219224,CC(c1ccc(Cl)cc1)C1CCCCN1,active,223.74699999999996,3.585600000000002,1.0,1.0,5.823908740944319
548,CHEMBL219116,COC(=O)C(c1ccc(Cl)cc1)C1CCCCN1,active,267.7559999999999,2.7387000000000006,1.0,3.0,5.568636235841013
549,CHEMBL220195,COC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCCCN1,active,302.2010000000001,3.392100000000002,1.0,3.0,6.096910013008056
550,CHEMBL219335,CC(C)CC(c1cccc(Cl)c1)C1CCCCN1,active,265.8279999999999,4.611800000000004,1.0,1.0,7.055517327849832
551,CHEMBL375118,Clc1ccc(C(C2CCCC2)C2CCCCN2)cc1,active,277.8389999999999,4.755900000000003,1.0,1.0,6.619788758288394
552,CHEMBL219334,CCC(CC)C(c1ccc(Cl)cc1)C1CCCCN1,active,279.85499999999996,5.0019000000000045,1.0,1.0,5.920818753952375
553,CHEMBL441864,Clc1ccc(C(CCCc2ccccc2)C2CCCCN2)cc1,active,327.8990000000001,5.588600000000006,1.0,1.0,5.853871964321762
554,CHEMBL219281,Clc1ccc(C(CCc2ccccc2)C2CCCCN2)cc1,active,313.87200000000007,5.198500000000005,1.0,1.0,6.376750709602099
555,CHEMBL373773,Clc1ccc(C(Cc2ccccc2)C2CCCCN2)cc1,active,299.845,4.808400000000004,1.0,1.0,6.4089353929735005
556,CHEMBL219707,Clc1ccc(C(CC2CCCCC2)C2CCCCN2)cc1,active,305.8929999999999,5.536100000000005,1.0,1.0,6.3872161432802645
557,CHEMBL219653,Clc1ccc(C(CC2CCCC2)C2CCCCN2)cc1,active,291.8659999999999,5.1460000000000035,1.0,1.0,6.7447274948966935
558,CHEMBL218193,CC(C)CC(c1ccc(C(C)C)cc1)C1CCCCN1,active,273.46399999999994,5.081800000000005,1.0,1.0,5.040958607678906
559,CHEMBL217975,COc1cccc(C(CC(C)C)C2CCCCN2)c1,active,261.40899999999993,3.9670000000000023,1.0,2.0,6.853871964321762
560,CHEMBL218894,COc1ccc(C(CC(C)C)C2CCCCN2)cc1,active,261.40899999999993,3.967000000000003,1.0,2.0,6.3979400086720375
561,CHEMBL387117,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1C,active,314.30000000000007,5.6074000000000055,0.0,1.0,7.346787486224656
562,CHEMBL218999,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,active,300.273,5.2652000000000045,1.0,1.0,7.886056647693163
563,CHEMBL374634,CCCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,inactive,300.273,5.409300000000004,1.0,1.0,7.173925197299173
564,CHEMBL219649,CCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,inactive,286.246,5.019200000000004,1.0,1.0,7.055517327849832
565,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,inactive,303.35800000000006,1.8677,0.0,5.0,7.050122295963125
567,CHEMBL374712,COC(=O)[C@@H]1[C@H](c2ccc(Cl)cc2)CC2CC[C@H]1N2C,active,293.794,3.0793000000000017,0.0,3.0,7.931814138253839
568,CHEMBL2096861,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(C)cc1)N2C,active,273.37600000000003,2.734320000000001,0.0,3.0,6.684029654543083
569,CHEMBL2096860,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2C,active,385.245,3.0305000000000017,0.0,3.0,7.6439741428068775
570,CHEMBL2096859,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(Br)cc1)N2C,active,338.245,3.1884000000000015,0.0,3.0,7.804100347590766
