molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL67387,COC(=O)C1C(c2cccc(I)c2)CC2CCC1N2C,27.8,intermediate
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,11.0,intermediate
CHEMBL306208,COC(=O)C1C(c2ccc(Cl)cc2)CC2CCC1N2C,1.4,active
CHEMBL1790051,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C.Cl,65.0,intermediate
CHEMBL169471,COC(=O)C1C2CCC(CC1c1ccc(Cl)c(Cl)c1)N2,0.66,active
CHEMBL50858,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(Cl)c(C)c1)N2C,0.6,active
CHEMBL120512,CN1CCN(C2Cn3cccc3Sc3ccc(Cl)cc32)CC1,6500.0,active
CHEMBL894,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,2900.0,active
CHEMBL103504,CCC[C@@]1(O)CN2C3CC[C@@H]2C[C@H](c2ccc(C)cc2)C31,373.0,active
CHEMBL101250,Cc1ccc([C@H]2C[C@H]3CCC4C2[C@](C)(O)CN43)cc1,390.0,active
CHEMBL430840,O=C1CN2C3CC[C@@H]2C[C@H](c2ccc(F)cc2)C13,3320.0,inactive
CHEMBL101905,C=C1CN2C3CC[C@@H]2C[C@H](c2ccc(C)cc2)C13,67.0,active
CHEMBL321067,Cc1ccc([C@H]2C[C@H]3CCC4C2[C@@](O)(c2ccccc2)CN43)cc1,89.0,active
CHEMBL103701,CCCC1C2C3CCN2[C@H](C3)C[C@@H]1c1ccc(C)cc1,570.0,active
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,301.0,active
CHEMBL419728,Cc1ccc([C@H]2C[C@H]3CCC4C2[C@@](O)(c2ccc(Cl)cc2)CN43)cc1,44.0,active
CHEMBL102018,Cc1ccc([C@H]2C[C@H]3CCC4C2C(=O)CN43)cc1,538.0,inactive
CHEMBL89208,COC(=O)C1C(c2ccccc2)CC2[C@@H](O)CC1N2C,32600.0,active
CHEMBL84680,COC(=O)C1=C(c2ccc3ccccc3c2)CC2CCC1N2C,2.94,intermediate
CHEMBL330228,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2C[C@@H](O)C1N2C,1.19,inactive
CHEMBL89476,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2C[C@H](O)C1N2C,3.04,active
CHEMBL87031,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,1.09,active
CHEMBL87567,COC(=O)C1C(c2ccc3ccccc3c2)CC2CCC1N2C,0.57,intermediate
CHEMBL89754,COC(=O)C1=C(c2ccccc2)CC2C[C@@H](O)C1N2C,10000.0,active
CHEMBL1790051,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C.Cl,65.0,active
CHEMBL89662,COC(=O)C1=C(c2ccccc2)CC2CCC1N2C,2590.0,active
CHEMBL89756,COC(=O)C1=C(c2ccccc2)CC2[C@@H](O)CC1N2C,150000.0,active
CHEMBL86710,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2C[C@@H](O)C1N2C,19.4,active
CHEMBL606929,COC(=O)[C@@H]1C(c2ccc(Cl)c(Cl)c2)C[C@H]2C[C@@H](O)C1N2C,0.76,active
CHEMBL89208,COC(=O)C1C(c2ccccc2)CC2[C@@H](O)CC1N2C,6150.0,active
CHEMBL606930,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)C[C@H]2C[C@@H](O)C1N2C,7.37,active
CHEMBL88246,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2[C@H](O)CC1N2C,33.2,active
CHEMBL87567,COC(=O)C1C(c2ccc3ccccc3c2)CC2CCC1N2C,0.49,active
CHEMBL89469,COC(=O)C1=C(c2ccc(F)cc2)CC2CCC1N2C,408.0,intermediate
CHEMBL421167,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2[C@@H](O)CC1N2C,6.09,active
CHEMBL88563,COC(=O)C1C(c2ccccc2)CC2C[C@@H](O)C1N2C,235.0,active
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,17.9,active
CHEMBL316428,COC(=O)C1=C(c2ccc3ccccc3c2)CC2[C@@H](O)CC1N2C,246.0,active
CHEMBL86590,CCOC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2C[C@@H](O)C1N2C,1.1,active
CHEMBL432571,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2[C@@H](O)CC1N2C,55.1,active
CHEMBL2310846,COC(=O)[C@H]1C(c2ccc(Cl)c(Cl)c2)CC2C[C@@H](O)[C@H]1N2C,2690.0,active
CHEMBL314887,COC(=O)C1C(c2ccc(F)cc2)CC2[C@@H](O)CC1N2C,739.0,active
CHEMBL606928,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2C[C@H](O)[C@H]1N2C,265.0,active
CHEMBL421167,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2[C@@H](O)CC1N2C,3.02,active
CHEMBL2310846,COC(=O)[C@H]1C(c2ccc(Cl)c(Cl)c2)CC2C[C@@H](O)[C@H]1N2C,482.0,active
CHEMBL87031,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,0.38,active
CHEMBL315172,COC(=O)C1C(c2ccc3ccccc3c2)CC2[C@@H](O)CC1N2C,7.7,inactive
CHEMBL88563,COC(=O)C1C(c2ccccc2)CC2C[C@@H](O)C1N2C,518.0,intermediate
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,11.0,active
CHEMBL89709,COC(=O)C1C(c2ccc(F)cc2)CC2C[C@@H](O)C1N2C,110.0,active
CHEMBL315172,COC(=O)C1C(c2ccc3ccccc3c2)CC2[C@@H](O)CC1N2C,32.0,active
CHEMBL330228,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2C[C@@H](O)C1N2C,48.0,active
CHEMBL2115225,COC(=O)[C@H]1C2C(=O)CC(C[C@H]1c1ccc(Cl)c(Cl)c1)N2C,14.2,active
CHEMBL330250,COC(=O)C1=C(c2ccc(F)cc2)CC2[C@@H](O)CC1N2C,20000.0,active
CHEMBL89208,COC(=O)C1C(c2ccccc2)CC2[C@@H](O)CC1N2C,3530.0,intermediate
CHEMBL91184,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)C[C@H]2C[C@@H](O)C1N2C,0.3,active
CHEMBL421546,COC(=O)C1=C(c2ccc3ccccc3c2)CC2C[C@@H](O)C1N2C,45.0,active
CHEMBL330228,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2C[C@@H](O)C1N2C,1.42,active
CHEMBL86654,COC(=O)C1C(c2ccc3ccccc3c2)CC2C[C@@H](O)C1N2C,2.8,active
CHEMBL88915,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,1.16,active
CHEMBL89906,COC(=O)C1C(OC(c2ccc(F)cc2)c2ccc(F)cc2)CC2[C@@H](O)CC1N2C,448.0,intermediate
CHEMBL314138,COC(=O)C1=C(c2ccc(F)cc2)CC2C[C@@H](O)C1N2C,7730.0,active
CHEMBL86654,COC(=O)C1C(c2ccc3ccccc3c2)CC2C[C@@H](O)C1N2C,1.26,active
CHEMBL2114227,COC(=O)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)C2CC(=O)C1N2C,14.1,active
CHEMBL314887,COC(=O)C1C(c2ccc(F)cc2)CC2[C@@H](O)CC1N2C,477.0,intermediate
CHEMBL89709,COC(=O)C1C(c2ccc(F)cc2)CC2C[C@@H](O)C1N2C,123.0,active
CHEMBL86590,CCOC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2C[C@@H](O)C1N2C,0.81,intermediate
CHEMBL314912,COC(=O)C1C(OC(c2ccc(F)cc2)c2ccc(F)cc2)CC2C[C@@H](O)C1N2C,6300.0,active
CHEMBL47210,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N2,1.4,intermediate
CHEMBL42553,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N2C,1.1,active
CHEMBL109097,CCC[C@@H]1CN(C)CC[C@@H]1c1ccc(Cl)cc1,3.0,intermediate
CHEMBL300226,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,1.6,active
CHEMBL116735,O=C(CCc1ccc(F)cc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1280.0,intermediate
CHEMBL116463,N#Cc1ccc(CCOC(=O)NC2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,781.0,active
CHEMBL326538,O=C(OCc1cccc(Oc2ccccc2)c1)N1CCC2(CC1)C(=O)NCN2c1ccccc1,2940.0,active
CHEMBL326263,N#Cc1ccc(CCOC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,996.0,active
CHEMBL325945,O=c1[nH]c2ccccc2n(C2CCN(Cc3cc4c(cc3Cl)OCO4)CC2)c1=O,1520.0,active
CHEMBL113956,CCOc1ccc(CCNC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,994.0,intermediate
CHEMBL115280,O=C1NCN(c2ccccc2)C12CCN(Cc1cccc(Oc3ccccc3)c1)CC2,2250.0,active
CHEMBL117537,O=C(CCCc1ccccc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,954.0,active
CHEMBL325516,O=C(OCCc1ccc(F)cc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1650.0,active
CHEMBL440554,CC[C@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccc(OC(F)(F)F)cc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,3600.0,active
CHEMBL422290,CSCCSCCC(=O)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(F)cc1)N2C,0.227,active
CHEMBL422290,CSCCSCCC(=O)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(F)cc1)N2C,5.69,active
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,2.62,active
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,139.0,active
CHEMBL417877,COC(=O)[C@@H](c1ccc(Cl)c(Cl)c1)[C@@H]1CCCCO1,29.1,active
CHEMBL796,COC(=O)C(c1ccccc1)C1CCCCN1,17.0,inactive
CHEMBL37262,COC(=O)[C@H](c1ccc(Cl)c(Cl)c1)[C@@H]1CCCCO1,193.0,active
CHEMBL827,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,88.0,active
CHEMBL39241,N#CC(c1ccc(Cl)c(Cl)c1)C1CCCC1,128.0,intermediate
CHEMBL41011,COC(=O)[C@H](c1ccc(Cl)c(Cl)c1)[C@H]1CCCCO1,17.0,active
CHEMBL290634,COC(=O)[C@@H](c1ccccc1)[C@@H]1CCCCN1,1200.0,active
CHEMBL331799,CNCC1C2CCC(C2)C1c1ccc2ccccc2c1,87.0,active
CHEMBL417877,COC(=O)[C@@H](c1ccc(Cl)c(Cl)c1)[C@@H]1CCCCO1,34.0,active
CHEMBL290510,COC(=O)[C@H](c1ccccc1)[C@@H]1CCCCO1,13000.0,active
CHEMBL40169,COC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCCCC1,146.0,active
CHEMBL287904,COC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCCC1,47.0,intermediate
CHEMBL113136,CN(C)C[C@H]1C2CCC(CC2)[C@@H]1c1cccc(Cl)c1,165.0,active
CHEMBL286937,COC(=O)[C@@H](c1ccccc1)[C@@H]1CCCCO1,3000.0,active
CHEMBL37918,COC(=O)[C@@H](c1ccc(Cl)c(Cl)c1)[C@H]1CCCCO1,736.0,active
CHEMBL37262,COC(=O)[C@H](c1ccc(Cl)c(Cl)c1)[C@@H]1CCCCO1,286.0,active
CHEMBL322067,CN(C)C[C@@H]1C2CCC(CC2)[C@@H]1c1ccc(Cl)c(Cl)c1,28.0,active
CHEMBL109517,CN(C)C[C@@H]1C2CCC(C2)[C@H]1c1ccc2ccccc2c1,93.0,active
CHEMBL323447,CN(C)CC1C2CCC(C2)C1c1cccc2ccccc12,1514.0,active
CHEMBL432482,N#CC(c1ccc(Cl)c(Cl)c1)C1CCCCC1,127.0,inactive
CHEMBL109571,CN(C)CC1C2CCC(C2)C1c1ccc2ccccc2c1,95.0,intermediate
CHEMBL111128,CNC[C@H]1C2CCC(C2)[C@@H]1c1ccc2ccccc2c1,86.0,active
CHEMBL38190,COC(=O)[C@H](c1ccc2ccccc2c1)[C@@H]1CCCCO1,4000.0,active
CHEMBL326466,CN(C)C[C@H]1C2CCC(C2)[C@@H]1c1ccc2ccccc2c1,76.0,active
CHEMBL288186,COC(=O)[C@@H](c1ccc2ccccc2c1)[C@@H]1CCCCO1,430.0,active
CHEMBL186501,COC(=O)C1=C(c2ccccc2)CC2CCC1S2,910.0,active
CHEMBL363510,COC(=O)C1=C(c2ccc(F)cc2)CC2CCC1S2,220.0,active
CHEMBL186447,COC(=O)C1=C(c2ccc(Cl)cc2)CC2CCC1S2,13.0,active
CHEMBL187695,COC(=O)C1=C(c2ccc(Br)cc2)CC2CCC1S2,9.1,active
CHEMBL364146,COC(=O)C1=C(c2ccc(I)cc2)CC2CCC1S2,6.7,active
CHEMBL186242,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2CCC1S2,4.5,intermediate
CHEMBL365092,COC(=O)C1=C(c2ccc3ccccc3c2)CC2CCC1S2,8.0,intermediate
CHEMBL184867,COC(=O)C1=C(c2ccccc2)CC2CCC1O2,10000.0,active
CHEMBL361493,COC(=O)C1=C(c2ccc(F)cc2)CC2CCC1O2,2730.0,active
CHEMBL185792,COC(=O)C1=C(c2ccc(Cl)cc2)CC2CCC1O2,238.0,active
CHEMBL186488,COC(=O)C1=C(c2ccc(Br)cc2)CC2CCC1O2,62.0,active
CHEMBL187211,COC(=O)C1=C(c2ccc(I)cc2)CC2CCC1O2,68.0,active
CHEMBL169429,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2CCC1O2,12.0,inactive
CHEMBL185169,COC(=O)C1=C(c2ccc3ccccc3c2)CC2CCC1O2,20.0,active
CHEMBL1722,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,19.9,active
CHEMBL1722,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,121.7,active
CHEMBL2093958,CCOC(=O)[C@@H](c1ccccc1)[C@@H]1CCCCN1.Cl,27.0,active
CHEMBL2093958,CCOC(=O)[C@@H](c1ccccc1)[C@@H]1CCCCN1.Cl,230.0,active
CHEMBL2093958,CCOC(=O)[C@@H](c1ccccc1)[C@@H]1CCCCN1.Cl,1730.0,intermediate
CHEMBL2093958,CCOC(=O)[C@@H](c1ccccc1)[C@@H]1CCCCN1.Cl,2700.0,inactive
CHEMBL534479,CCOC(=O)C(c1ccccc1)C1CCCCN1.Cl,95.0,intermediate
CHEMBL534479,CCOC(=O)C(c1ccccc1)C1CCCCN1.Cl,319.0,intermediate
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,289.0,active
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,367.0,inactive
CHEMBL194837,Cc1cc(OCCN(C)C)nc2ccc(NC(=O)COc3ccc(Cl)cc3Cl)cc12,10.0,intermediate
CHEMBL189118,Cc1cc(N(C)CCN(C)C)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12,10000.0,inactive
CHEMBL542933,Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,5.0,active
CHEMBL365183,CN(C)CC1C2CCC(CC2)[C@@H]1c1cccc(Cl)c1,28.0,active
CHEMBL326466,CN(C)C[C@H]1C2CCC(C2)[C@@H]1c1ccc2ccccc2c1,76.0,active
CHEMBL382955,CN1C2CCC1CC(O)(C1c3ccccc3-c3ccccc31)C2,543.0,intermediate
CHEMBL371726,CN1C2C=C(c3c[nH]c4ccccc34)CC1CC2,603.0,active
CHEMBL197913,CN1C2C=C(c3cccc(-c4ccccc4)c3)CC1CC2,7220.0,active
CHEMBL370158,C[N+]1(CCl)C2C=C(c3ccccc3-c3ccccc3)CC1CC2,67000.0,active
CHEMBL381046,CN1C2C=C(c3ccccc3-c3ccccc3)CC1CC2,9240.0,active
CHEMBL201223,CN1C2C=C(C3c4ccccc4-c4ccccc43)CC1CC2,9350.0,active
CHEMBL381045,CN1C2C=C(c3ccc4c(c3)Cc3ccccc3-4)CC1CC2,757.0,intermediate
CHEMBL426659,CN1C2CCC1CC(O)(c1cccc(-c3ccccc3)c1)C2,21900.0,inactive
CHEMBL200473,CN1C2CCC1CC(O)(c1ccccc1-c1ccccc1)C2,3980.0,intermediate
CHEMBL199598,CN1C2CCC1CC(O)(C1c3ccccc3-c3ccc(Br)cc31)C2,16800.0,active
CHEMBL201960,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,52.0,active
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,461.0,active
CHEMBL204288,CCCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCCC1,666.0,active
CHEMBL205028,CCCCNC(CCC)C(=O)c1ccc(Cl)c(Cl)c1,1190.0,active
CHEMBL2113217,C#CCC(C(=O)c1ccc(C)cc1)N1CCCC1,231.0,active
CHEMBL202348,C=CCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,18.3,active
CHEMBL202410,C=CCC(C(=O)c1ccc(C)cc1)N1CCCC1,55.0,active
CHEMBL202409,Cc1ccc(C(=O)C(CC(C)C)N2CCCC2)cc1,5.9,active
CHEMBL201978,CCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,55.0,active
CHEMBL201977,CCCC(CN1CCCC1)C(=O)c1ccc(Cl)c(Cl)c1,2900.0,active
CHEMBL377498,CCC(CC(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,10000.0,intermediate
CHEMBL377510,CCCC(C(=O)c1ccc(-c2cccn2C)cc1)N1CCCC1,5400.0,active
CHEMBL369997,CCCC(C(=O)c1ccc(-c2cccs2)cc1)N1CCCC1,539.0,active
CHEMBL201976,CCCC(C(=O)c1ccc(-c2ccco2)cc1)N1CCCC1,122.0,active
CHEMBL202846,CCCC(C(=O)c1ccc(O)c(O)c1)N1CCCC1,42.0,active
CHEMBL203488,CCCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,43.0,active
CHEMBL204759,CCCC(C(=O)c1ccc2ccccc2c1)N1CCCC1,40.0,active
CHEMBL204254,CCCC(C(=O)c1cccc(C)c1)N1CCCC1,62.9,active
CHEMBL203403,CCCC(C(=O)c1ccccc1C)N1CCCC1,63.0,active
CHEMBL204538,CC#Cc1ccc(C(=O)C(CCC)N2CCCC2)cc1,11.8,intermediate
CHEMBL379679,CCCC(C(=O)c1ccc(NC(C)=O)cc1)N1CCCC1,67.9,active
CHEMBL201666,CCCC(C(=O)c1ccc(C(=O)OC)cc1)N1CCCC1,154.0,active
CHEMBL381127,CCCC(C(=O)c1ccc(OC)cc1)N1CCCC1,283.0,active
CHEMBL379446,CCCC(C(=O)c1ccc([N+](=O)[O-])cc1)N1CCCC1,1110.0,active
CHEMBL203563,CCCC(C(=O)c1ccc(O)cc1)N1CCCC1,49.7,active
CHEMBL203562,CCCC(C(=O)c1ccc(CO)cc1)N1CCCC1,44.3,active
CHEMBL202518,CCCC(C(=O)c1ccc(C#N)cc1)N1CCCC1,1000.0,active
CHEMBL426304,CCCC(C(=O)c1cccc(I)c1)N1CCCC1,52.0,active
CHEMBL202479,CCCC(C(=O)c1ccc(I)cc1)N1CCCC1,32.0,active
CHEMBL202420,CCCC(C(=O)c1ccc(Br)cc1)N1CCCC1,39.5,active
CHEMBL203640,CCCC(C(=O)c1ccc(F)cc1)N1CCCC1,185.0,active
CHEMBL205082,CCCC(C(=O)c1ccccc1)N1CCCC1,52.3,active
CHEMBL380699,CCC[C@H](C(=O)c1ccc(C)cc1)N1CCCC1,1790.0,active
CHEMBL372312,CCC[C@@H](C(=O)c1ccc(C)cc1)N1CCCC1,16.3,active
CHEMBL22183,Cc1ccc(Sc2ccccc2CN(C)C)c(N)c1,100.0,active
CHEMBL383422,Cc1ccc(Nc2ccccc2CN(C)C)c(N)c1,100.0,inactive
CHEMBL204199,Cc1ccc(Oc2ccccc2CN(C)C)c(N)c1,100.0,intermediate
CHEMBL203821,Cc1ccc([S+]([O-])c2ccccc2CN(C)C)c(N)c1,100.0,inactive
CHEMBL381914,Cc1ccc(S(=O)(=O)c2ccccc2CN(C)C)c(N)c1,100.0,active
CHEMBL202913,Cc1ccc(N)c(-c2ccccc2CN(C)C)c1,100.0,intermediate
CHEMBL202811,Cc1ccc(C(=O)c2ccccc2CN(C)C)c(N)c1,100.0,intermediate
CHEMBL206608,COC(c1ccc(C)cc1N)c1ccccc1CN(C)C,100.0,intermediate
CHEMBL204591,Cc1ccc(C(O)c2ccccc2CN(C)C)c(N)c1,100.0,intermediate
CHEMBL205313,Cc1ccc(N(c2ccccc2)c2ccccc2CN(C)C)c(N)c1,100.0,intermediate
CHEMBL381071,Cc1ccc(N(Cc2ccccc2)c2ccccc2CN(C)C)c(N)c1,100.0,active
CHEMBL204702,CCN(c1ccc(C)cc1N)c1ccccc1CN(C)C,100.0,active
CHEMBL377714,Cc1ccc(N(C)c2ccccc2CN(C)C)c(N)c1,100.0,active
CHEMBL809,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,310.0,active
CHEMBL381315,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(=O)O)c(NS(C)(=O)=O)cc21,12900.0,active
CHEMBL202907,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(N)=O)c(NS(C)(=O)=O)cc21,3600.0,intermediate
CHEMBL202910,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(=O)O)ccc21,16700.0,active
CHEMBL205505,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(=O)N(C)C)ccc21,920.0,active
CHEMBL206599,CNC(=O)c1ccc2c(c1)[C@H](c1ccc(Cl)c(Cl)c1)CC[C@@H]2NC,3300.0,active
CHEMBL383081,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(N)=O)ccc21,1300.0,active
CHEMBL203453,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(S(C)(=O)=O)ccc21,1400.0,active
CHEMBL382241,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc([S+](C)[O-])ccc21,1100.0,active
CHEMBL204285,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(S(N)(=O)=O)ccc21,2500.0,active
CHEMBL381754,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(=O)(=O)NCCO)cc21,100.0,active
CHEMBL206697,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(CO)cc21,20.0,active
CHEMBL206649,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(O)cc21,360.0,active
CHEMBL383427,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(-n3cncn3)cc21,250.0,active
CHEMBL439337,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(-n3ccnn3)cc21,220.0,active
CHEMBL203236,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(=O)(=O)N(C)C)cc21,1500.0,active
CHEMBL203776,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(=O)(=O)NC)cc21,270.0,active
CHEMBL382673,CN[C@H]1CC[C@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,1.0,active
CHEMBL203331,CN[C@@H]1CC[C@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,90.0,intermediate
CHEMBL204323,CN[C@@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,375.0,active
CHEMBL383706,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,90.0,active
CHEMBL202810,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(C[S+](C)[O-])cc21,89.0,active
CHEMBL206211,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(C)(=O)=O)cc21,120.0,active
CHEMBL382810,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc([S+](C)[O-])cc21,90.0,intermediate
CHEMBL206598,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(CNS(C)(=O)=O)cc21,90.0,active
CHEMBL381792,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(NS(C)(=O)=O)cc21,55.0,active
CHEMBL203674,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(CC(N)=O)cc21,29.0,intermediate
CHEMBL380523,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(C(=O)N(C)C)cc21,270.0,active
CHEMBL378379,CNC(=O)c1ccc2c(c1)[C@@H](NC)CC[C@H]2c1ccc(Cl)c(Cl)c1,450.0,active
CHEMBL438257,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(C(N)=O)cc21,170.0,active
CHEMBL411693,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc([N+](=O)[O-])cc21,830.0,intermediate
CHEMBL203741,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(C#N)cc21,100.0,active
CHEMBL378804,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(CC(=O)O)cc21,5100.0,active
CHEMBL380758,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(C(=O)OC)cc21,240.0,active
CHEMBL206404,CNC(=O)c1cccc2c1[C@@H](NC)CC[C@H]2c1ccc(Cl)c(Cl)c1,420.0,active
CHEMBL205837,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cccc(C(N)=O)c21,290.0,active
CHEMBL204005,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cccc(C(=O)O)c21,540.0,active
CHEMBL427215,COc1ccc([C@H](CN(C)C)[Si]2(O)CCCCC2)cc1,4900.0,active
CHEMBL379181,CN1CCCCCCCCCCCC(=O)OCC2C(CC3CCC2N3C)c2ccc1cc2,490.0,intermediate
CHEMBL380056,CN1CCCCCCCCCC(=O)OCC2C(CC3CCC2N3C)c2ccc1cc2,150.0,intermediate
CHEMBL212328,CN1C(=O)CCCCCCCCC(=O)OCC2C(CC3CCC2N3C)c2ccc1cc2,1920.0,intermediate
