molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL378483,CN1C2CCC1C1COC(=O)CCC3(CCC(=O)Nc4ccc(cc4)C1C2)c1ccccc1-c1ccccc13,290.0,intermediate
CHEMBL378243,CN1C2CCC1C1COC(=O)CCSCCC(=O)Nc3ccc(cc3)C1C2,170.0,intermediate
CHEMBL379333,CN1C2CCC1C1COC(=O)CCC(=O)CCC(=O)Nc3ccc(cc3)C1C2,160.0,intermediate
CHEMBL211396,CN1C2CCC1C1COC(=O)Cc3ccc(cc3)CC(=O)Nc3ccc(cc3)C1C2,2000.0,intermediate
CHEMBL379755,CN1C2CCC1C1COC(=O)CCCCCCCCCCC(=O)Nc3ccc(cc3)C1C2,390.0,active
CHEMBL211372,CN1C2CCC1C1COC(=O)CCCCCCCCC(=O)Nc3ccc(cc3)C1C2,130.0,intermediate
CHEMBL386978,CN1C2CCC1C1COC(=O)CCCCCCCC(=O)Nc3ccc(cc3)C1C2,410.0,intermediate
CHEMBL385359,CN1C2CCC1C1COC(=O)CCCCCCC(=O)Nc3ccc(cc3)C1C2,70.0,intermediate
CHEMBL214209,CN1C2CCC1C1COC(=O)CCCCCC(=O)Nc3ccc(cc3)C1C2,3.8,intermediate
CHEMBL211494,CN1C2CCC1C1COC(=O)CCCCC(=O)Nc3ccc(cc3)C1C2,890.0,intermediate
CHEMBL1790051,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C.Cl,23.0,inactive
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,89.1,active
CHEMBL384687,c1ccc(CCC(Cc2ccccc2)N2CCNCC2)cc1,400.0,intermediate
CHEMBL534942,Cl.Clc1ccccc1CC(c1ccccc1)N1CCNCC1,1600.0,intermediate
CHEMBL534942,Cl.Clc1ccccc1CC(c1ccccc1)N1CCNCC1,2900.0,intermediate
CHEMBL540107,CCOc1ccccc1C[C@@H](c1ccccc1)N1CCNCC1.Cl,4000.0,intermediate
CHEMBL534723,CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1.Cl,4000.0,intermediate
CHEMBL386224,CCOc1ccccc1CC(c1ccccc1)N1CCNCC1,4000.0,active
CHEMBL211527,Clc1ccc(CC(c2ccccc2)N2CCNCC2)c(Cl)c1,4000.0,active
CHEMBL377900,Clc1ccc(Cl)c(CC(c2ccccc2)N2CCNCC2)c1,4000.0,active
CHEMBL214259,Clc1cccc(Cl)c1CC(c1ccccc1)N1CCNCC1,970.0,active
CHEMBL378319,Clc1ccccc1CC(c1cccnc1)N1CCNCC1,9200.0,active
CHEMBL213229,CCOc1ccccc1CC(c1cccnc1)N1CCNCC1,4000.0,active
CHEMBL214121,Fc1cccc(C(Cc2ccccc2Cl)N2CCNCC2)c1,2300.0,active
CHEMBL213785,Fc1ccc(C(Cc2ccccc2Cl)N2CCNCC2)cc1,1600.0,active
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,4400.0,active
CHEMBL14370,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,25000.0,active
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,870.0,active
CHEMBL213287,Clc1ccccc1CC(c1ccccc1)N1CCNCC1,1300.0,active
CHEMBL214237,c1ccc(CC(c2ccccc2)N2CCNCC2)cc1,4000.0,active
CHEMBL212763,COc1cccc(CC(c2ccccc2)N2CCNCC2)c1,4000.0,active
CHEMBL213287,Clc1ccccc1CC(c1ccccc1)N1CCNCC1,1300.0,active
CHEMBL210027,FC(F)(F)c1ccccc1CC(c1ccccc1)N1CCNCC1,4000.0,intermediate
CHEMBL210126,CCc1ccccc1CC(c1ccccc1)N1CCNCC1,4000.0,active
CHEMBL214335,COc1ccccc1CC(c1ccccc1)N1CCNCC1,11000.0,active
CHEMBL386224,CCOc1ccccc1CC(c1ccccc1)N1CCNCC1,4000.0,active
CHEMBL379205,FC(F)(F)COc1ccccc1CC(c1ccccc1)N1CCNCC1,4000.0,active
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,4400.0,active
CHEMBL14370,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,25000.0,active
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,870.0,active
CHEMBL210026,Oc1cccc(CC(c2ccccc2)N2CCNCC2)c1,1400.0,active
CHEMBL375179,O=C(CCCCCCCCCCS)Nc1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,10.0,active
CHEMBL379107,O=C(CCCCC1SCC2NC(=O)NC21)NCCCCCCCCCCC(=O)Nc1ccc(CCCN2CCN(CCOC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,5.0,intermediate
CHEMBL213143,O=C(CCCCC1SCC2NC(=O)NC21)Nc1ccc(CCCN2CCN(CCOC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,36.0,intermediate
CHEMBL378039,O=C(CCCCC1SCC2NC(=O)NC21)Nc1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,11.0,intermediate
CHEMBL263770,O=C(CCCCCCCCCCS)Nc1ccc(CCCN2CCN(CCOC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,18.0,active
CHEMBL796,COC(=O)C(c1ccccc1)C1CCCCN1,79.0,active
CHEMBL219703,CCCCCC(c1ccc(Cl)cc1)C1CCCCN1,45.0,active
CHEMBL220247,CC(C)CC(c1ccc(Cl)cc1)C1CCCCN1,8.6,intermediate
CHEMBL218849,CCCCC(c1ccc(Cl)cc1)C1CCCCN1,8.2,intermediate
CHEMBL218848,CC(C)C(c1ccc(Cl)cc1)C1CCCCN1,32.0,active
CHEMBL218847,CCCC(c1ccc(Cl)cc1)C1CCCCN1,7.4,active
CHEMBL376852,CCC(c1ccc(Cl)cc1)C1CCCCN1,23.0,active
CHEMBL219224,CC(c1ccc(Cl)cc1)C1CCCCN1,22.0,active
CHEMBL219116,COC(=O)C(c1ccc(Cl)cc1)C1CCCCN1,11.0,intermediate
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,240.0,active
CHEMBL219335,CC(C)CC(c1cccc(Cl)c1)C1CCCCN1,2.8,active
CHEMBL375118,Clc1ccc(C(C2CCCC2)C2CCCCN2)cc1,27.0,active
CHEMBL219334,CCC(CC)C(c1ccc(Cl)cc1)C1CCCCN1,240.0,active
CHEMBL441864,Clc1ccc(C(CCCc2ccccc2)C2CCCCN2)cc1,290.0,active
CHEMBL219281,Clc1ccc(C(CCc2ccccc2)C2CCCCN2)cc1,160.0,active
CHEMBL373773,Clc1ccc(C(Cc2ccccc2)C2CCCCN2)cc1,370.0,active
CHEMBL219707,Clc1ccc(C(CC2CCCCC2)C2CCCCN2)cc1,230.0,active
CHEMBL219653,Clc1ccc(C(CC2CCCC2)C2CCCCN2)cc1,21.0,active
CHEMBL374769,CC(C)(C)CC(c1ccc(Cl)cc1)C1CCCCN1,60.0,active
CHEMBL373710,CC(C)CCC(c1ccc(Cl)cc1)C1CCCCN1,14.0,active
CHEMBL219540,CC(=O)C(c1ccccc1)C1CCCCN1,190.0,active
CHEMBL218193,CC(C)CC(c1ccc(C(C)C)cc1)C1CCCCN1,4000.0,active
CHEMBL217975,COc1cccc(C(CC(C)C)C2CCCCN2)c1,35.0,active
CHEMBL218894,COc1ccc(C(CC(C)C)C2CCCCN2)cc1,25.0,active
CHEMBL387117,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1C,13.0,active
CHEMBL218999,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,5.5,active
CHEMBL374634,CCCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,5.7,active
CHEMBL219649,CCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,4.5,active
CHEMBL220195,COC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCCCN1,23.0,active
CHEMBL374769,CC(C)(C)CC(c1ccc(Cl)cc1)C1CCCCN1,670.0,active
CHEMBL373710,CC(C)CCC(c1ccc(Cl)cc1)C1CCCCN1,680.0,active
CHEMBL219703,CCCCCC(c1ccc(Cl)cc1)C1CCCCN1,650.0,active
CHEMBL220247,CC(C)CC(c1ccc(Cl)cc1)C1CCCCN1,380.0,active
CHEMBL218849,CCCCC(c1ccc(Cl)cc1)C1CCCCN1,170.0,active
CHEMBL218848,CC(C)C(c1ccc(Cl)cc1)C1CCCCN1,990.0,active
CHEMBL218847,CCCC(c1ccc(Cl)cc1)C1CCCCN1,450.0,active
CHEMBL376852,CCC(c1ccc(Cl)cc1)C1CCCCN1,2800.0,active
CHEMBL219224,CC(c1ccc(Cl)cc1)C1CCCCN1,1500.0,active
CHEMBL219116,COC(=O)C(c1ccc(Cl)cc1)C1CCCCN1,2700.0,active
CHEMBL220195,COC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCCCN1,800.0,active
CHEMBL219335,CC(C)CC(c1cccc(Cl)c1)C1CCCCN1,88.0,active
CHEMBL375118,Clc1ccc(C(C2CCCC2)C2CCCCN2)cc1,240.0,active
CHEMBL219334,CCC(CC)C(c1ccc(Cl)cc1)C1CCCCN1,1200.0,active
CHEMBL441864,Clc1ccc(C(CCCc2ccccc2)C2CCCCN2)cc1,1400.0,active
CHEMBL219281,Clc1ccc(C(CCc2ccccc2)C2CCCCN2)cc1,420.0,active
CHEMBL373773,Clc1ccc(C(Cc2ccccc2)C2CCCCN2)cc1,390.0,active
CHEMBL219707,Clc1ccc(C(CC2CCCCC2)C2CCCCN2)cc1,410.0,active
CHEMBL219653,Clc1ccc(C(CC2CCCC2)C2CCCCN2)cc1,180.0,active
CHEMBL218193,CC(C)CC(c1ccc(C(C)C)cc1)C1CCCCN1,9100.0,active
CHEMBL217975,COc1cccc(C(CC(C)C)C2CCCCN2)c1,140.0,active
CHEMBL218894,COc1ccc(C(CC(C)C)C2CCCCN2)cc1,400.0,active
CHEMBL387117,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1C,45.0,active
CHEMBL218999,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,13.0,active
CHEMBL374634,CCCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,67.0,inactive
CHEMBL219649,CCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,88.0,inactive
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,89.1,inactive
CHEMBL221993,COC(=O)[C@@H]1[C@H](c2ccc(C)cc2)CC2CC[C@H]1N2C,23.4,intermediate
CHEMBL374712,COC(=O)[C@@H]1[C@H](c2ccc(Cl)cc2)CC2CC[C@H]1N2C,11.7,active
CHEMBL2096861,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(C)cc1)N2C,207.0,active
CHEMBL2096860,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2C,22.7,active
CHEMBL2096859,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(Br)cc1)N2C,15.7,active
CHEMBL2096857,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(F)cc1)N2C,325.0,active
CHEMBL2096856,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccccc1)N2C,670.0,active
CHEMBL373385,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(C)cc1)N2C,10.2,active
CHEMBL375889,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(I)cc1)N2C,2.9,active
CHEMBL224819,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(Br)cc1)N2C,1.7,active
CHEMBL375888,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(Cl)cc1)N2C,3.1,active
CHEMBL222705,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(F)cc1)N2C,21.0,active
CHEMBL376899,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccccc1)N2C,101.0,active
CHEMBL312037,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(C)cc1)N2C,1.7,active
CHEMBL311347,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,1.3,active
CHEMBL218082,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Br)cc1)N2C,1.7,active
CHEMBL610897,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(Cl)cc1)N2C,1.1,active
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,13.9,active
CHEMBL83729,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C,23.0,active
CHEMBL2096858,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(Cl)cc1)N2C,25.0,active
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,89.1,active
CHEMBL225235,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccc(F)cc2)N3C)cc1,0.9,active
CHEMBL388825,COc1ccc([C@@H]2C3CCC(C[C@H]2c2ccc(C)cc2)N3C)cc1OC,980.0,active
CHEMBL388605,COc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccc(C)cc2)N3C)cc1OC,23.3,intermediate
CHEMBL2096878,COc1ccc([C@H]2C3CCC(C[C@H]2c2ccc(C)cc2)N3C)cc1,238.0,active
CHEMBL224062,COc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccc(C)cc2)N3C)cc1,1.23,intermediate
CHEMBL426178,Cc1ccc([C@H]2C3CCC(C[C@H]2c2ccc(C)cc2)N3C)cc1,340.0,intermediate
CHEMBL2096877,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccc(C)cc2)N3C)cc1,1.35,intermediate
CHEMBL2096876,Cc1ccc([C@H]2C3CCC(C[C@H]2c2ccccc2)N3C)cc1,540.0,intermediate
CHEMBL387758,Cc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccccc2)N3C)cc1,22.4,intermediate
CHEMBL2096875,Cc1ccc([C@@H]2CC3CCC([C@@H]2c2ccccc2)N3C)cc1,430.0,active
CHEMBL224771,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccccc2)N3C)cc1,1.96,intermediate
CHEMBL2096874,CN1C2CCC1[C@H](c1ccccc1)[C@H](c1ccccc1)C2,690.0,active
CHEMBL388850,CN1C2CCC1[C@@H](c1ccccc1)[C@@H](c1ccccc1)C2,12.6,active
CHEMBL312037,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(C)cc1)N2C,23.4,active
CHEMBL312037,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(C)cc1)N2C,1.7,active
CHEMBL83729,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C,23.0,intermediate
CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,47900.0,intermediate
CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,50500.0,intermediate
CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,17700.0,active
CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,9900.0,active
CHEMBL227179,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccccc3)s1)[C@@H](c1ccc(Cl)cc1)C2,158.0,active
CHEMBL2113279,COc1ccc(-c2cnc([C@H]3[C@@H](c4ccc(C)cc4)C[C@@H]4CC[C@H]3N4C)s2)cc1OC,885.0,active
CHEMBL376113,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Cl)c(Cl)c4)s2)N3C)cc1,469.0,inactive
CHEMBL226933,COc1ccc(-c2cnc([C@H]3[C@@H](c4ccc(C)cc4)C[C@@H]4CC[C@H]3N4C)s2)cc1,226.0,intermediate
CHEMBL226984,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4cccc([N+](=O)[O-])c4)s2)N3C)cc1,23.0,active
CHEMBL229436,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc([N+](=O)[O-])cc4)s2)N3C)cc1,197.0,intermediate
CHEMBL436132,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4cccc(Br)c4)s2)N3C)cc1,98.0,inactive
CHEMBL375685,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Br)cc4)s2)N3C)cc1,810.0,intermediate
CHEMBL229381,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Cl)cc4)s2)N3C)cc1,400.0,inactive
CHEMBL229699,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(F)cc4)s2)N3C)cc1,181.0,active
CHEMBL388832,COc1ccc(-c2cnc([C@H]3[C@@H](c4ccc(Cl)cc4)C[C@@H]4CC[C@H]3N4C)s2)cc1OC,212.0,active
CHEMBL388612,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc(Cl)c(Cl)c3)s1)[C@@H](c1ccc(Cl)cc1)C2,416.0,intermediate
CHEMBL227233,COc1ccc(-c2cnc([C@H]3[C@@H](c4ccc(Cl)cc4)C[C@@H]4CC[C@H]3N4C)s2)cc1,38.0,intermediate
CHEMBL388760,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3cccc([N+](=O)[O-])c3)s1)[C@@H](c1ccc(Cl)cc1)C2,45.0,active
CHEMBL227232,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc([N+](=O)[O-])cc3)s1)[C@@H](c1ccc(Cl)cc1)C2,30.0,active
CHEMBL227231,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3cccc(Br)c3)s1)[C@@H](c1ccc(Cl)cc1)C2,63.0,active
CHEMBL388759,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc(Br)cc3)s1)[C@@H](c1ccc(Cl)cc1)C2,107.0,active
CHEMBL227180,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc(Cl)cc3)s1)[C@@H](c1ccc(Cl)cc1)C2,41.0,active
CHEMBL390743,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc(F)cc3)s1)[C@@H](c1ccc(Cl)cc1)C2,30.0,active
CHEMBL390432,CN(C)C1CC=C(c2c[nH]c3ccc(C#N)cc23)CC1,97.0,active
CHEMBL234706,CN(C)[C@H]1CC=C(c2c[nH]c3ccc(C#N)cc23)CC1,290.0,active
CHEMBL234705,CN(C)[C@@H]1CC=C(c2c[nH]c3ccc(C#N)cc23)CC1,80.0,active
CHEMBL236902,C[C@H]1CN(c2ccc(C(=O)Nc3ccccc3N)cn2)CCN1C(=O)OCc1ccccc1,3120.0,intermediate
CHEMBL395931,Clc1cccc(CN(CC2CC2)[C@@H]2CCNC2)c1Cl,44.0,inactive
CHEMBL246519,Fc1ccc(CN(C2CCOCC2)[C@H]2CCNC2)c(F)c1F,1190.0,inactive
CHEMBL245687,c1ccc(-c2ccccc2CN(C2CCOCC2)[C@H]2CCNC2)cc1,4000.0,intermediate
CHEMBL442272,FC(F)(F)c1ccccc1CN(C1CCOCC1)[C@H]1CCNC1,4000.0,inactive
CHEMBL397392,Cc1ccccc1CN(C1CCOCC1)[C@H]1CCNC1,1200.0,inactive
CHEMBL245492,Fc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C(F)(F)F,4000.0,inactive
CHEMBL247538,COc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C,968.0,intermediate
CHEMBL391143,Cc1c(CN(C2CCOCC2)[C@H]2CCNC2)cccc1C(F)(F)F,4000.0,inactive
CHEMBL247341,Cc1c(Cl)cccc1CN(C1CCOCC1)[C@H]1CCNC1,196.0,intermediate
CHEMBL247340,Cc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1Cl,115.0,intermediate
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,870.0,inactive
CHEMBL247733,Cc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C,727.0,inactive
CHEMBL395408,Cc1cccc(CN(C2CCOCC2)[C@@H]2CCNC2)c1C,4000.0,inactive
CHEMBL245482,Cc1cccc(CN(Cc2ccccn2)[C@H]2CCNC2)c1C,1600.0,inactive
CHEMBL392016,Cc1cccc(CN(Cc2ccccn2)[C@@H]2CCNC2)c1C,1470.0,inactive
CHEMBL245880,Clc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1Cl,89.0,inactive
CHEMBL391806,Clc1cccc(CN(Cc2ccccn2)[C@H]2CCNC2)c1Cl,122.0,inactive
CHEMBL440230,Clc1cccc(CN(Cc2ccccn2)[C@@H]2CCNC2)c1Cl,125.0,inactive
CHEMBL246920,Clc1cccc(CN(CC2CC2)[C@H]2CCNC2)c1Cl,206.0,inactive
CHEMBL251576,CN(C)CC1CC1c1n[nH]c2ccc(C#N)cc12,44000.0,inactive
CHEMBL249134,CN(C)CC1CC1c1ccc2cc(C#N)ccc2c1,1100.0,intermediate
CHEMBL248932,CN(C)CC1CC1c1ccc2ccc(C#N)cc2c1,260.0,inactive
CHEMBL249951,CN(C)CC1CC1c1ccc2ccccc2c1,2400.0,inactive
CHEMBL249329,CN(C)CC1CC1c1cccc2c(C#N)cccc12,12000.0,inactive
CHEMBL401347,CN(C)CC1CC1c1cccc2cc(C#N)ccc12,8700.0,inactive
CHEMBL399147,CN(C)CC1CC1c1cccc2ccccc12,33000.0,intermediate
CHEMBL42553,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N2C,1.1,intermediate
CHEMBL255140,CCCCCCC(=O)OC[C@H]1[C@@H](c2ccc(Cl)c(Cl)c2)CC2CC[C@H]1N2C,8.0,inactive
CHEMBL279331,O=C(CCC(=O)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)S2)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)S2,1540.0,inactive
CHEMBL407902,O=C(CCC(=O)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)S2)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)O2,2960.0,inactive
CHEMBL270659,CN1C2CC[C@@H]1[C@@H](COC(=O)CCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)S3)[C@@H](c1ccc(Cl)c(Cl)c1)C2,55.0,inactive
CHEMBL401554,CN1C2CC[C@@H]1[C@@H](COC(=O)CCC(=O)OC[C@H]1[C@@H](c3ccc(Cl)c(Cl)c3)CC3CC[C@H]1O3)[C@@H](c1ccc(Cl)c(Cl)c1)C2,67.0,inactive
CHEMBL403660,CN1C2CCC1[C@@H](COC(=O)CCCCCCCCCCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N3C)[C@@H](c1ccc(Cl)c(Cl)c1)C2,115.0,inactive
CHEMBL271707,CN1C2CCC1[C@@H](COC(=O)CCCCCCCCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N3C)[C@@H](c1ccc(Cl)c(Cl)c1)C2,31.0,inactive
CHEMBL399740,CN1C2CCC1[C@@H](COC(=O)CCCCCCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N3C)[C@@H](c1ccc(Cl)c(Cl)c1)C2,11.0,inactive
CHEMBL257482,CN1C2CCC1[C@@H](COC(=O)CCCCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N3C)[C@@H](c1ccc(Cl)c(Cl)c1)C2,28.0,inactive
CHEMBL256046,CN1C2CCC1[C@@H](COC(=O)CCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N3C)[C@@H](c1ccc(Cl)c(Cl)c1)C2,12.0,inactive
CHEMBL227757,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)S2,2.0,active
CHEMBL390929,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)O2,3.3,intermediate
CHEMBL259209,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,6100.0,active
CHEMBL406156,NCC(=O)NCC1CC1(C(=O)C1NCCc2ccccc21)c1ccccc1,10000.0,active
CHEMBL410622,NCC(=O)NCC1CC1(C(=O)N1CCc2ccccc21)c1ccccc1,10000.0,active
CHEMBL256841,CC(C)N(C(=O)C1(c2ccccc2)CC1CNC(=O)CN)C(C)C,4600.0,active
CHEMBL1169524,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CNC(=O)CN,10000.0,active
CHEMBL256667,NCC1CC1(C(=O)C1NCCc2ccccc21)c1ccccc1,10000.0,intermediate
CHEMBL415098,NCC1CC1(C(=O)N1CCCc2ccccc21)c1ccccc1,10000.0,active
CHEMBL260440,NCC1CC1(C(=O)N1CCc2ccccc21)c1ccccc1,3900.0,active
CHEMBL272285,NCC1CC1(C(=O)N1CCCCCC1)c1ccccc1,10000.0,active
CHEMBL256020,NCC1CC1(C(=O)N1CCCCC1)c1ccccc1,4600.0,intermediate
CHEMBL256019,NCC1CC1(C(=O)N1CCOCC1)c1ccccc1,7400.0,intermediate
CHEMBL256447,NCC1C[C@@]1(C(=O)N1CCCC1)c1ccccc1,10000.0,inactive
CHEMBL256397,CC(C)N(C(=O)[C@@]1(c2ccccc2)CC1CN)C(C)C,10000.0,inactive
CHEMBL256646,CCN(Cc1ccccc1)C(=O)C1(c2ccccc2)CC1CN,10000.0,inactive
CHEMBL404474,CCN(C(=O)C1(c2ccccc2)CC1CN)c1ccccc1,10000.0,inactive
CHEMBL260439,C=CCN(CC)C(=O)C1(c2ccccc2)CC1CN,10000.0,intermediate
CHEMBL402999,CCN(CCOC)C(=O)C1(c2ccccc2)CC1CN,10000.0,intermediate
CHEMBL404345,CCN(C(=O)C1(c2ccccc2)CC1CN)C1CCCCC1,10000.0,active
CHEMBL272530,CCN(C(=O)C1(c2ccccc2)CC1CN)C(C)(C)C,10000.0,active
CHEMBL256039,CCCCN(CC)C(=O)C1(c2ccccc2)CC1CN,10000.0,inactive
CHEMBL404364,CCCN(CC)C(=O)C1(c2ccccc2)CC1CN,10000.0,intermediate
CHEMBL269799,CCN(C)C(=O)C1(c2ccccc2)CC1CN,2400.0,intermediate
CHEMBL269798,NCC1CC1(C(=O)NCc1ccccc1)c1ccccc1,10000.0,active
CHEMBL272790,NCC1CC1(C(=O)Nc1ccccc1)c1ccccc1,10000.0,active
CHEMBL450623,NCC1CC1(C(=O)NC1CC1)c1ccccc1,10000.0,active
CHEMBL255839,CCNC(=O)[C@@]1(c2ccccc2)CC1CN,10000.0,active
CHEMBL257048,CCN(CC)C(=O)C1(c2ccccc2)CC1CN(C)C,4500.0,intermediate
CHEMBL257047,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCc1ccncc1,10000.0,active
CHEMBL270240,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCc1cccnc1,10000.0,intermediate
CHEMBL401621,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCc1ccccn1,6200.0,intermediate
CHEMBL270569,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCc1ccc[nH]1,10000.0,intermediate
CHEMBL272074,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCc1ccco1,10000.0,intermediate
